File,aid,Date,2,14,48,49,85,96,97,112,113,144,145,160,161,164,165,176,177,224,225,240,244
QC_Night_2009225_aid0001,aid0001,2009-08-13,,,,,,,,306.0,34.0,,,,,,,35113.0,3157.0,,,36.0,
QC_Night_2009233_aid0001,aid0001,2009-08-21,,,,,,,,1.0,,,,,,,,35930.0,390.0,,,2325.0,
QC_Night_2009241_aid0001,aid0001,2009-08-29,4.0,,,,,,,9.0,7.0,,,,,,,28517.0,4532.0,,,5577.0,
QC_Night_2009249_aid0001,aid0001,2009-09-06,27.0,,,,,,,24.0,97.0,,,2.0,3.0,,,25197.0,4228.0,,5.0,9063.0,
QC_Night_2009257_aid0001,aid0001,2009-09-14,9.0,,,,,9.0,5.0,184.0,12.0,,,5475.0,1414.0,,,25811.0,5726.0,,,1.0,
QC_Night_2009265_aid0001,aid0001,2009-09-22,68.0,,,,,,,,,,,,,,,12672.0,1914.0,,,23992.0,
QC_Night_2009273_aid0001,aid0001,2009-09-30,1700.0,,,,,,,39.0,,,,,,,,10131.0,8885.0,,,17891.0,
QC_Night_2009281_aid0001,aid0001,2009-10-08,2571.0,,,,,,,,,,,,,,,7427.0,8643.0,,,20005.0,
QC_Night_2009289_aid0001,aid0001,2009-10-16,506.0,,,,,,,11.0,3.0,,,,,,,23081.0,8103.0,,,6942.0,
QC_Night_2009297_aid0001,aid0001,2009-10-24,5283.0,,,,,,,,,,,,,,,7.0,7.0,,,33349.0,
QC_Night_2009305_aid0001,aid0001,2009-11-01,237.0,,,,,,,,,,,,,,,4734.0,1987.0,,,31688.0,
QC_Night_2009313_aid0001,aid0001,2009-11-09,15045.0,,,,,,,,,,,,,,,237.0,4645.0,,,18719.0,
QC_Night_2009321_aid0001,aid0001,2009-11-17,3713.0,,,,,,,,,,,,,,,3083.0,11314.0,,,20536.0,
QC_Night_2009329_aid0001,aid0001,2009-11-25,3408.0,,,,,,,,,,,,,,,149.0,632.0,,,34457.0,
QC_Night_2009337_aid0001,aid0001,2009-12-03,5336.0,,,,,,,,,,,,,,,1186.0,7932.0,,,24192.0,
QC_Night_2009345_aid0001,aid0001,2009-12-11,13974.0,,,,,,,,,,,,,,,1348.0,2223.0,,,21101.0,
QC_Night_2009353_aid0001,aid0001,2009-12-19,8212.0,,,,,,,,,,,,,,,2373.0,5352.0,,,22709.0,
QC_Night_2009361_aid0001,aid0001,2009-12-27,10984.0,,,,,,,,,,,,,,,,,,,27662.0,
QC_Night_2010001_aid0001,aid0001,2010-01-01,8076.0,,,,,,,,,,,,,,,4098.0,2227.0,,,24245.0,
QC_Night_2010009_aid0001,aid0001,2010-01-09,5022.0,,,,,,,,,,,,,,,688.0,3672.0,,,29264.0,
QC_Night_2010017_aid0001,aid0001,2010-01-17,14454.0,,,,,,,,,,,,,,,1556.0,1142.0,,,21494.0,
QC_Night_2010025_aid0001,aid0001,2010-01-25,8497.0,,,,,,,,,,,,,,,95.0,82.0,,,29972.0,
QC_Night_2010033_aid0001,aid0001,2010-02-02,6982.0,,,,,,,,,,,,,,,23.0,,,,31641.0,
QC_Night_2010041_aid0001,aid0001,2010-02-10,12530.0,,,,,,,,,,,,,,,1206.0,3762.0,,,21148.0,
QC_Night_2010049_aid0001,aid0001,2010-02-18,7459.0,,,,,,,,,,,,,,,259.0,183.0,,,30745.0,
QC_Night_2010057_aid0001,aid0001,2010-02-26,6390.0,,,,,,,,,,,,,,,58.0,86.0,,,32112.0,
QC_Night_2010065_aid0001,aid0001,2010-03-06,7829.0,,,,,,,,,,,,,,,267.0,2557.0,,,27993.0,
QC_Night_2010073_aid0001,aid0001,2010-03-14,2317.0,,,,,,,,,,,,,,,180.0,371.0,,,35778.0,
QC_Night_2010081_aid0001,aid0001,2010-03-22,2394.0,,,,,,,,,,,,,,,1710.0,3607.0,,,30935.0,
QC_Night_2010089_aid0001,aid0001,2010-03-30,22199.0,,,,,,,,,,,,,,,231.0,579.0,,,15637.0,
QC_Night_2010097_aid0001,aid0001,2010-04-07,5458.0,,,,,,,,,,,,,,,2677.0,7275.0,,,23236.0,
QC_Night_2010105_aid0001,aid0001,2010-04-15,459.0,,,,,,,,,,,,,,,10492.0,2063.0,,,25632.0,
QC_Night_2010113_aid0001,aid0001,2010-04-23,2530.0,,,,,,,,,,,,,,,10649.0,11098.0,,,14369.0,
QC_Night_2010121_aid0001,aid0001,2010-05-01,4212.0,,,,,,,,,,,,,,,1343.0,4016.0,,,29075.0,
QC_Night_2010129_aid0001,aid0001,2010-05-09,1508.0,,,,,,,,,,,,,,,1113.0,686.0,,,35339.0,
QC_Night_2010137_aid0001,aid0001,2010-05-17,10477.0,,,,,,,,,,,,,,,1570.0,3031.0,,,23568.0,
QC_Night_2010145_aid0001,aid0001,2010-05-25,3318.0,,,,,,,2.0,21.0,,,,,,,3052.0,2045.0,,,30208.0,
QC_Night_2010153_aid0001,aid0001,2010-06-02,1842.0,,,,,,,,,,,19204.0,5663.0,,,5055.0,719.0,278.0,17.0,5868.0,
QC_Night_2010161_aid0001,aid0001,2010-06-10,176.0,,,,,,,,3.0,,,1.0,3.0,,,5629.0,1054.0,16.0,33.0,31731.0,
QC_Night_2010169_aid0001,aid0001,2010-06-18,5.0,,,,,,,13.0,17.0,,,,,,,22876.0,2461.0,,,13274.0,
QC_Night_2010177_aid0001,aid0001,2010-06-26,,,,,,,,2.0,,,,,,,,37546.0,642.0,,,456.0,
QC_Night_2010185_aid0001,aid0001,2010-07-04,2.0,,,,,,,62.0,73.0,,,,,,,31120.0,7283.0,,,106.0,
QC_Night_2010193_aid0001,aid0001,2010-07-12,,,,,,,,15.0,,,,,2.0,,,37841.0,755.0,,,33.0,
QC_Night_2010201_aid0001,aid0001,2010-07-20,,,,,,,,2.0,,,,,,,,38393.0,226.0,,,25.0,
QC_Night_2010209_aid0001,aid0001,2010-07-28,11.0,,207.0,248.0,,11.0,33.0,14886.0,4966.0,,,559.0,141.0,,,11845.0,4751.0,,,988.0,
QC_Night_2010217_aid0001,aid0001,2010-08-05,,,,,,,,3.0,,,,3.0,,,,23320.0,1954.0,,,13366.0,
QC_Night_2010225_aid0001,aid0001,2010-08-13,1.0,,,,,,,,,,,,,,,29729.0,690.0,,,8226.0,
QC_Night_2010233_aid0001,aid0001,2010-08-21,,,,,,,,,,,,,,,,30706.0,397.0,,,7543.0,
QC_Night_2010241_aid0001,aid0001,2010-08-29,13.0,,,,,,,1.0,1.0,,,,,,,20804.0,1311.0,,,16516.0,
QC_Night_2010249_aid0001,aid0001,2010-09-06,65.0,,,,,,,,,,,,,,,7216.0,808.0,,,30557.0,
QC_Night_2010257_aid0001,aid0001,2010-09-14,2.0,,,,,,,,5.0,,,,,,,4401.0,659.0,,,33579.0,
QC_Night_2010265_aid0001,aid0001,2010-09-22,4.0,,,,,,,17.0,32.0,,,,,,,22999.0,2322.0,,,13272.0,
QC_Night_2010273_aid0001,aid0001,2010-09-30,8.0,,,,,,,,,,,49.0,,,,25099.0,4388.0,,,9102.0,
QC_Night_2010281_aid0001,aid0001,2010-10-08,5.0,,,,,,,,,,,,,,,76.0,36.0,,,38529.0,
QC_Night_2010289_aid0001,aid0001,2010-10-16,11.0,,,,,,,,,,,,,,,3245.0,74.0,,,35316.0,
QC_Night_2010297_aid0001,aid0001,2010-10-24,11678.0,,,,,,,,,,,,,,,378.0,25.0,,,26565.0,
QC_Night_2010305_aid0001,aid0001,2010-11-01,295.0,,,,,,,,,,,,,,,7430.0,2548.0,,,28373.0,
QC_Night_2010313_aid0001,aid0001,2010-11-09,26924.0,,,,,,,,,,,,,,,475.0,5261.0,,,5986.0,
QC_Night_2010321_aid0001,aid0001,2010-11-17,21885.0,,,,,,,,,,,,,,,1464.0,5917.0,,,9380.0,
QC_Night_2010329_aid0001,aid0001,2010-11-25,22768.0,,,,,,,,,,,,,,,848.0,995.0,,,14035.0,
QC_Night_2010337_aid0001,aid0001,2010-12-03,26835.0,,,,,,,,,,,,,,,113.0,1594.0,,,10104.0,
QC_Night_2010345_aid0001,aid0001,2010-12-11,3257.0,,,,,,,,,,,,,,,13599.0,9540.0,,,12250.0,
QC_Night_2010353_aid0001,aid0001,2010-12-19,26125.0,,,,,,,,,,,,,,,,,,,12521.0,
QC_Night_2010361_aid0001,aid0001,2010-12-27,14433.0,,,,,,,,,,,,,,,,,,,24213.0,
QC_Night_2011001_aid0001,aid0001,2011-01-01,6788.0,,,,,,,,,,,,,,,6004.0,3469.0,,,22385.0,
QC_Night_2011009_aid0001,aid0001,2011-01-09,9654.0,,,,,,,,,,,,,,,28.0,36.0,,,28928.0,
QC_Night_2011017_aid0001,aid0001,2011-01-17,10821.0,,,,,,,,,,,,,,,8918.0,6819.0,,,12088.0,
QC_Night_2011025_aid0001,aid0001,2011-01-25,11692.0,,,,,,,,,,,,,,,418.0,839.0,,,25697.0,
QC_Night_2011033_aid0001,aid0001,2011-02-02,8304.0,,,,,,,,,,,,,,,602.0,102.0,,,29638.0,
QC_Night_2011041_aid0001,aid0001,2011-02-10,6164.0,,,,,,,,,,,,,,,181.0,1597.0,,,30704.0,
QC_Night_2011049_aid0001,aid0001,2011-02-18,15312.0,,,,,,,,,,,,,,,119.0,3235.0,,,19980.0,
QC_Night_2011057_aid0001,aid0001,2011-02-26,9130.0,,,,,,,,,,,,,,,682.0,1207.0,,,27627.0,
QC_Night_2011065_aid0001,aid0001,2011-03-06,5037.0,,,,,,,,,,,,,,,7911.0,13981.0,,,11717.0,
QC_Night_2011073_aid0001,aid0001,2011-03-14,19243.0,,,,,,,,,,,,,,,,,,,19403.0,
QC_Night_2011081_aid0001,aid0001,2011-03-22,7188.0,,,,,,,,,,,,,,,1196.0,3812.0,,,26450.0,
QC_Night_2011089_aid0001,aid0001,2011-03-30,8730.0,,,,,,,,,,,,,,,3007.0,7673.0,,,19236.0,
QC_Night_2011097_aid0001,aid0001,2011-04-07,7345.0,,,,,,,,,,,,,,,7550.0,13536.0,,,10215.0,
QC_Night_2011105_aid0001,aid0001,2011-04-15,3411.0,,,,,,,,,,,,,,,15.0,149.0,,,35071.0,
QC_Night_2011113_aid0001,aid0001,2011-04-23,5770.0,,,,,,,,,,,,,,,4473.0,4525.0,,,23878.0,
QC_Night_2011121_aid0001,aid0001,2011-05-01,2080.0,,,,,,,,,,,,,,,514.0,362.0,,,35690.0,
QC_Night_2011129_aid0001,aid0001,2011-05-09,643.0,,,,,,,,,,,,,,,12818.0,12372.0,,,12813.0,
QC_Night_2011137_aid0001,aid0001,2011-05-17,29942.0,,,,,,,,,,,,,,,315.0,3114.0,,,5275.0,
QC_Night_2011145_aid0001,aid0001,2011-05-25,4531.0,,,,,,,,299.0,,,,,,,7855.0,5007.0,,,20954.0,
QC_Night_2011153_aid0001,aid0001,2011-06-02,418.0,,,,,,,39.0,193.0,,,,,,,15701.0,6412.0,,,15883.0,
QC_Night_2011161_aid0001,aid0001,2011-06-10,1363.0,,,,,,,176.0,390.0,,,,,,,16977.0,5189.0,,,14551.0,
QC_Night_2011169_aid0001,aid0001,2011-06-18,31.0,,,,,,,10.0,8.0,,,,,,,28091.0,4952.0,,,5554.0,
QC_Night_2011177_aid0001,aid0001,2011-06-26,16.0,,,,,,,15.0,17.0,,,,,,,9103.0,726.0,,,28769.0,
QC_Night_2011185_aid0001,aid0001,2011-07-04,6724.0,,,,,2572.0,855.0,5539.0,3676.0,387.0,288.0,10875.0,6149.0,,,140.0,632.0,256.0,503.0,50.0,
QC_Night_2011193_aid0001,aid0001,2011-07-12,2.0,,,2.0,,,,22.0,9.0,,,,,,,36278.0,2107.0,,,226.0,
QC_Night_2011201_aid0001,aid0001,2011-07-20,,,,,,,,,,,,,,,,37035.0,420.0,,,1191.0,
QC_Night_2011209_aid0001,aid0001,2011-07-28,3.0,,,,,,,112.0,,,,,,,,28311.0,1120.0,,,9100.0,
QC_Night_2011217_aid0001,aid0001,2011-08-05,,,,,,,,,,,,,,,,35037.0,883.0,,,2726.0,
QC_Night_2011225_aid0001,aid0001,2011-08-13,,,,,,13.0,,61.0,,,,1172.0,,,,24025.0,1276.0,,,12099.0,
QC_Night_2011233_aid0001,aid0001,2011-08-21,,,,,,329.0,4.0,8307.0,173.0,,,2616.0,79.0,,,26611.0,527.0,,,,
QC_Night_2011241_aid0001,aid0001,2011-08-29,,,,,,,,2.0,,,,,,,,37752.0,852.0,,,40.0,
QC_Night_2011249_aid0001,aid0001,2011-09-06,179.0,,,,,,,9.0,12.0,,,530.0,393.0,,,23022.0,8604.0,30.0,11.0,5856.0,
QC_Night_2011257_aid0001,aid0001,2011-09-14,170.0,,,,,,,242.0,221.0,,,,,,,30782.0,6872.0,,,359.0,
QC_Night_2011265_aid0001,aid0001,2011-09-22,,,,,,,,,,,,,,,,18089.0,887.0,,,19670.0,
QC_Night_2011273_aid0001,aid0001,2011-09-30,102.0,,,,,,,,3.0,,,452.0,119.0,,,9859.0,2420.0,27.0,,25664.0,
QC_Night_2011281_aid0001,aid0001,2011-10-08,737.0,,,,,,,,,,,,,,,3464.0,5059.0,,,29386.0,
QC_Night_2011289_aid0001,aid0001,2011-10-16,104.0,,,,,,,,,,,,,,,12510.0,3027.0,,,23005.0,
QC_Night_2011297_aid0001,aid0001,2011-10-24,117.0,,,,,,,,,,,,,,,7537.0,2316.0,,,28676.0,
QC_Night_2011305_aid0001,aid0001,2011-11-01,12173.0,,,,,,,,,,,,,,,,,,,26473.0,
QC_Night_2011313_aid0001,aid0001,2011-11-09,11781.0,,,,,,,,,,,,,,,,80.0,,,26785.0,
QC_Night_2011321_aid0001,aid0001,2011-11-17,15957.0,,,,,,,,,,,,,,,2987.0,5033.0,,,14669.0,
QC_Night_2011329_aid0001,aid0001,2011-11-25,5274.0,,,,,,,,,,,,,,,184.0,919.0,,,32269.0,
QC_Night_2011337_aid0001,aid0001,2011-12-03,8651.0,,,,,,,,,,,,,,,2105.0,10416.0,,,17474.0,
QC_Night_2011345_aid0001,aid0001,2011-12-11,8841.0,,,,,,,,,,,,,,,378.0,2118.0,,,27309.0,
QC_Night_2011353_aid0001,aid0001,2011-12-19,7031.0,,,,,,,,,,,,,,,2171.0,5419.0,,,24025.0,
QC_Night_2011361_aid0001,aid0001,2011-12-27,15277.0,,,,,,,,,,,,,,,609.0,1038.0,,,21722.0,
QC_Night_2012001_aid0001,aid0001,2012-01-01,5683.0,,,,,,,,,,,,,,,595.0,985.0,,,31383.0,
QC_Night_2012009_aid0001,aid0001,2012-01-09,6256.0,,,,,,,,,,,,,,,1059.0,3795.0,,,27536.0,
QC_Night_2012017_aid0001,aid0001,2012-01-17,19321.0,,,,,,,,,,,,,,,2481.0,8253.0,,,8591.0,
QC_Night_2012025_aid0001,aid0001,2012-01-25,9001.0,,,,,,,,,,,,,,,15.0,85.0,,,29545.0,
QC_Night_2012033_aid0001,aid0001,2012-02-02,8039.0,,,,,,,,,,,,,,,31.0,210.0,,,30366.0,
QC_Night_2012041_aid0001,aid0001,2012-02-10,11572.0,,,,,,,,,,,,,,,4680.0,7336.0,,,15058.0,
QC_Night_2012049_aid0001,aid0001,2012-02-18,7494.0,,,,,,,,,,,,,,,2475.0,8461.0,,,20216.0,
QC_Night_2012057_aid0001,aid0001,2012-02-26,13803.0,,,,,,,,,,,,,,,116.0,23.0,,,24704.0,
QC_Night_2012065_aid0001,aid0001,2012-03-05,4786.0,,,,,,,,,,,,,,,1960.0,5272.0,,,26628.0,
QC_Night_2012073_aid0001,aid0001,2012-03-13,13669.0,,,,,,,,,,,,,,,753.0,6015.0,,,18209.0,
QC_Night_2012081_aid0001,aid0001,2012-03-21,1390.0,,,,,,,,,,,,,,,11354.0,6891.0,,,19011.0,
QC_Night_2012089_aid0001,aid0001,2012-03-29,1146.0,,,,,,,,,,,,,,,29.0,44.0,,,37427.0,
QC_Night_2012097_aid0001,aid0001,2012-04-06,392.0,,,,,,,,,,,,,,,794.0,247.0,,,37212.0,1.0
QC_Night_2012105_aid0001,aid0001,2012-04-14,2787.0,20.0,,,1.0,,,,,,,,,1.0,10.0,13253.0,6195.0,,,16379.0,
QC_Night_2012113_aid0001,aid0001,2012-04-22,666.0,,,,,,,,,,,,,,,17529.0,14610.0,,,5841.0,
QC_Night_2012121_aid0001,aid0001,2012-04-30,1694.0,,,,,,,,5.0,,,,,,,257.0,170.0,,,36520.0,
QC_Night_2012129_aid0001,aid0001,2012-05-08,60.0,,,,,,,,,,,,,,,722.0,761.0,,,37103.0,
QC_Night_2012137_aid0001,aid0001,2012-05-16,176.0,,,,,,,,,,,,,,,2683.0,1251.0,,,34536.0,
QC_Night_2012145_aid0001,aid0001,2012-05-24,228.0,,,,,,,,,,,,,,,15134.0,6982.0,,,16302.0,
QC_Night_2012153_aid0001,aid0001,2012-06-01,,,,,,,,,,,,,,,,11924.0,1227.0,,,25495.0,
QC_Night_2012161_aid0001,aid0001,2012-06-09,11.0,,,,,,,27.0,65.0,,,,,,,26801.0,5791.0,,,5951.0,
QC_Night_2012169_aid0001,aid0001,2012-06-17,,,,,,,,,,,,,,,,3995.0,232.0,,,34419.0,
QC_Night_2012177_aid0001,aid0001,2012-06-25,,,,,,,,,,,,,,,,11069.0,123.0,,,27454.0,
QC_Night_2012185_aid0001,aid0001,2012-07-03,,,,,,,,,,,,,,,,38613.0,33.0,,,,
QC_Night_2012193_aid0001,aid0001,2012-07-11,12.0,,18.0,26.0,,,,3583.0,1073.0,,,5.0,,,,25524.0,7012.0,,,1393.0,
QC_Night_2012201_aid0001,aid0001,2012-07-19,,,,,,4.0,,97.0,15.0,,,36.0,,,,32596.0,3173.0,,,2725.0,
QC_Night_2012209_aid0001,aid0001,2012-07-27,39.0,,,,,,,265.0,22.0,,,,,,,31796.0,3319.0,,,3205.0,
QC_Night_2012217_aid0001,aid0001,2012-08-04,,,,,,,,,,,,5.0,,,,37531.0,1016.0,,,94.0,
QC_Night_2012225_aid0001,aid0001,2012-08-12,,,,,,,,1.0,,,,,,,,38277.0,202.0,,,166.0,
QC_Night_2012233_aid0001,aid0001,2012-08-20,,,,,,,,17.0,,,,,,,,38065.0,519.0,,,45.0,
QC_Night_2012241_aid0001,aid0001,2012-08-28,9.0,,,,,6.0,,2786.0,348.0,,,1402.0,563.0,,,28954.0,3869.0,12.0,2.0,695.0,
QC_Night_2012249_aid0001,aid0001,2012-09-05,11.0,,,,,,,,,,,,,,,4076.0,307.0,,,34252.0,
QC_Night_2012257_aid0001,aid0001,2012-09-13,26.0,,,,,,,,,,,,,,,7536.0,794.0,,,30290.0,
QC_Night_2012265_aid0001,aid0001,2012-09-21,37.0,,,,,,,,,,,,,,,20731.0,1846.0,,,16032.0,
QC_Night_2012273_aid0001,aid0001,2012-09-29,33.0,,,,,,,8.0,12.0,,,,,,,24160.0,1572.0,,,12861.0,
QC_Night_2012281_aid0001,aid0001,2012-10-07,117.0,,,,,,,,,,,,,,,3458.0,2827.0,,,32244.0,
QC_Night_2012289_aid0001,aid0001,2012-10-15,26.0,,,,,,,,,,,,,,,2878.0,2002.0,,,33740.0,
QC_Night_2012297_aid0001,aid0001,2012-10-23,4557.0,,,,,,,,,,,,,,,1703.0,1667.0,,,30719.0,
QC_Night_2012305_aid0001,aid0001,2012-10-31,37.0,,,,,,,,,,,,,,,25819.0,3789.0,,,9001.0,
QC_Night_2012313_aid0001,aid0001,2012-11-08,8558.0,,,,,,,,,,,,,,,11.0,142.0,,,29935.0,
QC_Night_2012321_aid0001,aid0001,2012-11-16,18207.0,,,,,,,,,,,,,,,647.0,6756.0,,,13036.0,
QC_Night_2012329_aid0001,aid0001,2012-11-24,11013.0,,,,,,,,,,,,,,,616.0,4518.0,,,22499.0,
QC_Night_2012337_aid0001,aid0001,2012-12-02,28894.0,,,,,,,,,,,,,,,,47.0,,,9705.0,
QC_Night_2012345_aid0001,aid0001,2012-12-10,32246.0,,,,,,,,,,,,,,,,120.0,,,6280.0,
QC_Night_2012353_aid0001,aid0001,2012-12-18,15422.0,,,,,,,,,,,,,,,45.0,43.0,,,23136.0,
QC_Night_2012361_aid0001,aid0001,2012-12-26,25415.0,,,,,,,,,,,,,,,,,,,13231.0,
QC_Night_2013001_aid0001,aid0001,2013-01-01,8293.0,,,,,,,,,,,,,,,20.0,370.0,,,29963.0,
QC_Night_2013009_aid0001,aid0001,2013-01-09,8076.0,,,,,,,,,,,,,,,,,,,30570.0,
QC_Night_2013017_aid0001,aid0001,2013-01-17,7703.0,,,,,,,,,,,,,,,29.0,327.0,,,30587.0,
QC_Night_2013025_aid0001,aid0001,2013-01-25,15299.0,,,,,,,,,,,,,,,1388.0,2976.0,,,18983.0,
QC_Night_2013033_aid0001,aid0001,2013-02-02,8458.0,,,,,,,,,,,,,,,809.0,300.0,,,29079.0,
QC_Night_2013041_aid0001,aid0001,2013-02-10,7663.0,,,,,,,,,,,,,,,1.0,48.0,,,30934.0,
QC_Night_2013049_aid0001,aid0001,2013-02-18,8893.0,,,,,,,,,,,,,,,,,,,29753.0,
QC_Night_2013057_aid0001,aid0001,2013-02-26,7602.0,,,,,,,,,,,,,,,129.0,398.0,,,30517.0,
QC_Night_2013065_aid0001,aid0001,2013-03-06,4267.0,,,,,,,,,,,,,,,1129.0,6524.0,,,26726.0,
QC_Night_2013073_aid0001,aid0001,2013-03-14,5778.0,,,,,,,,,,,,,,,9138.0,5658.0,,,18072.0,
QC_Night_2013081_aid0001,aid0001,2013-03-22,3680.0,,,,,,,,,,,,,,,1150.0,3269.0,,,30547.0,
QC_Night_2013089_aid0001,aid0001,2013-03-30,1213.0,,,,,,,,,,,,,,,3256.0,1385.0,,,32792.0,
QC_Night_2013097_aid0001,aid0001,2013-04-07,3691.0,,,,,,,,,,,,,,,4530.0,6156.0,,,24269.0,
QC_Night_2013105_aid0001,aid0001,2013-04-15,1574.0,,,,,,,,,,,,,,,1648.0,3035.0,,,32389.0,
QC_Night_2013113_aid0001,aid0001,2013-04-23,296.0,,,,,,,,,,,,,,,2144.0,2499.0,,,33707.0,
QC_Night_2013121_aid0001,aid0001,2013-05-01,762.0,,,,,,,,,,,,,,,4143.0,4985.0,,,28756.0,
QC_Night_2013129_aid0001,aid0001,2013-05-09,2475.0,,,,,,,,,,,,,,,12448.0,10463.0,,,13260.0,
QC_Night_2013137_aid0001,aid0001,2013-05-17,785.0,,,,,,,,17.0,,,,,,,1076.0,465.0,,,36303.0,
QC_Night_2013145_aid0001,aid0001,2013-05-25,497.0,,,,,,,84.0,167.0,,,,,,,15400.0,5541.0,,,16957.0,
QC_Night_2013153_aid0001,aid0001,2013-06-02,22.0,,,,,,,121.0,26.0,,,,,,,29383.0,4537.0,,,4557.0,
QC_Night_2013161_aid0001,aid0001,2013-06-10,8.0,,,,,,,,18.0,,,51.0,,,,26105.0,2925.0,,,9539.0,
QC_Night_2013169_aid0001,aid0001,2013-06-18,,,,,,,,30.0,4.0,,,,,,,33863.0,3128.0,,,1621.0,
QC_Night_2013177_aid0001,aid0001,2013-06-26,,,,,,,,403.0,19.0,,,,,,,36609.0,275.0,,,1340.0,
QC_Night_2013185_aid0001,aid0001,2013-07-04,4.0,,,,,,,12.0,,,,792.0,,,,14583.0,2942.0,,,20313.0,
QC_Night_2013193_aid0001,aid0001,2013-07-12,,,919.0,34.0,,1734.0,336.0,12094.0,1453.0,,,2496.0,306.0,,,17343.0,1842.0,,,89.0,
QC_Night_2013201_aid0001,aid0001,2013-07-20,,,,,,,,132.0,47.0,,,,,,,35719.0,1279.0,,,1469.0,
QC_Night_2013209_aid0001,aid0001,2013-07-28,,,,,,,,,3.0,,,51.0,,,,32064.0,4580.0,,,1948.0,
QC_Night_2013217_aid0001,aid0001,2013-08-05,11.0,,,,,,,,,,,221.0,,,,24942.0,3072.0,8.0,3.0,10389.0,
QC_Night_2013225_aid0001,aid0001,2013-08-13,,,,,,,,54.0,4.0,,,,,,,37384.0,1106.0,,,98.0,
QC_Night_2013233_aid0001,aid0001,2013-08-21,1286.0,,,232.0,,1596.0,360.0,2110.0,2809.0,1.0,2.0,9199.0,1771.0,,,13235.0,5859.0,,,186.0,
QC_Night_2013241_aid0001,aid0001,2013-08-29,,,11.0,11.0,,,,18037.0,2385.0,,,3.0,,,,17001.0,824.0,,,374.0,
QC_Night_2013249_aid0001,aid0001,2013-09-06,8923.0,,3.0,190.0,,,47.0,2068.0,3094.0,,,760.0,177.0,,,12443.0,9474.0,,,1467.0,
QC_Night_2013257_aid0001,aid0001,2013-09-14,,,,,,,,10.0,,,,,,,,32596.0,2277.0,,,3763.0,
QC_Night_2013265_aid0001,aid0001,2013-09-22,624.0,,,,,,,,,,,,,,,8357.0,5231.0,,,24434.0,
QC_Night_2013273_aid0001,aid0001,2013-09-30,92.0,,,,,,,,,,,,,,,552.0,678.0,,,37324.0,
QC_Night_2013281_aid0001,aid0001,2013-10-08,4957.0,,,,,,,,,,,,,,,17069.0,11356.0,,,5264.0,
QC_Night_2013289_aid0001,aid0001,2013-10-16,669.0,,,,,,,,,,,,,,,969.0,352.0,,,36656.0,
QC_Night_2013297_aid0001,aid0001,2013-10-24,334.0,,,,,,,,,,,,,,,11887.0,5544.0,,,20881.0,
QC_Night_2013305_aid0001,aid0001,2013-11-01,8814.0,,,,,,,,,,,,,,,3232.0,5199.0,,,21401.0,
QC_Night_2013313_aid0001,aid0001,2013-11-09,1278.0,,,,,,,,,,,,,,,16712.0,8549.0,,,12107.0,
QC_Night_2013321_aid0001,aid0001,2013-11-17,22646.0,,,,,,,,,,,,,,,4.0,90.0,,,15906.0,
QC_Night_2013329_aid0001,aid0001,2013-11-25,10792.0,,,,,,,,,,,,,,,565.0,5736.0,,,21553.0,
QC_Night_2013337_aid0001,aid0001,2013-12-03,19913.0,,,,,,,,,,,,,,,18.0,237.0,,,18478.0,
QC_Night_2013345_aid0001,aid0001,2013-12-11,6767.0,,,,,,,,,,,,,,,183.0,2845.0,,,28851.0,
QC_Night_2013353_aid0001,aid0001,2013-12-19,9752.0,,,,,,,,,,,,,,,51.0,77.0,,,28766.0,
QC_Night_2013361_aid0001,aid0001,2013-12-27,7515.0,,,,,,,,,,,,,,,124.0,1372.0,,,29635.0,
QC_Night_2014001_aid0001,aid0001,2014-01-01,7260.0,,,,,,,,,,,,,,,2599.0,409.0,,,28378.0,
QC_Night_2014009_aid0001,aid0001,2014-01-09,7909.0,,,,,,,,,,,,,,,11035.0,2265.0,,,17437.0,
QC_Night_2014017_aid0001,aid0001,2014-01-17,5584.0,,,,,,,,,,,,,,,,862.0,,,32200.0,
QC_Night_2014025_aid0001,aid0001,2014-01-25,7394.0,,,,,,,,,,,,,,,3.0,59.0,,,31190.0,
QC_Night_2014033_aid0001,aid0001,2014-02-02,13761.0,,,,,,,,,,,,,,,11.0,,,,24874.0,
QC_Night_2014041_aid0001,aid0001,2014-02-10,17747.0,,,,,,,,,,,,,,,39.0,,,,20860.0,
QC_Night_2014049_aid0001,aid0001,2014-02-18,5579.0,,,,,,,,,,,,,,,923.0,2798.0,,,29346.0,
QC_Night_2014057_aid0001,aid0001,2014-02-26,7800.0,,,,,,,,,,,,,,,1327.0,2310.0,,,27209.0,
QC_Night_2014065_aid0001,aid0001,2014-03-06,4192.0,,,,,,,,,,,,,,,381.0,333.0,,,33740.0,
QC_Night_2014073_aid0001,aid0001,2014-03-14,2113.0,,,,,,,,,,,,,,,255.0,408.0,,,35870.0,
QC_Night_2014081_aid0001,aid0001,2014-03-22,2381.0,,,,,,,,,,,,,,,560.0,694.0,,,35011.0,
QC_Night_2014089_aid0001,aid0001,2014-03-30,14323.0,,,,,,,,,,,,,,,168.0,5550.0,,,18605.0,
QC_Night_2014097_aid0001,aid0001,2014-04-07,880.0,,,,,,,,,,,,,,,719.0,1688.0,,,35359.0,
