File,aid,Date,2,14,48,49,85,96,97,112,113,144,145,160,161,164,165,176,177,224,225,240,244
QC_Night_2014105_aid0001,aid0001,2014-04-15,3113.0,,,,,,,1567.0,4528.0,,,,,,,12942.0,9252.0,,,7244.0,
QC_Night_2014113_aid0001,aid0001,2014-04-23,4996.0,,,,,,,,,,,,,,,45.0,352.0,,,33253.0,
QC_Night_2014121_aid0001,aid0001,2014-05-01,1571.0,,,,,,,,,,,,,,,626.0,2311.0,,,34138.0,
QC_Night_2014129_aid0001,aid0001,2014-05-09,3957.0,,,,,,,,,,,,,,,8358.0,6152.0,,,20179.0,
QC_Night_2014137_aid0001,aid0001,2014-05-17,918.0,,,,,,,157.0,621.0,,,,,,,12189.0,8347.0,,,16414.0,
QC_Night_2014145_aid0001,aid0001,2014-05-25,281.0,,,,,,,1.0,9.0,,,,,,,26501.0,8469.0,,,3385.0,
QC_Night_2014153_aid0001,aid0001,2014-06-02,126.0,,,,,,,,,,,,,,,119.0,672.0,,,37729.0,
QC_Night_2014161_aid0001,aid0001,2014-06-10,1010.0,,,,,,,,2.0,,,,,,,9668.0,4205.0,,,23761.0,
QC_Night_2014169_aid0001,aid0001,2014-06-18,105.0,,,,,,,39.0,43.0,,,,,,,22284.0,7087.0,,,9088.0,
QC_Night_2014177_aid0001,aid0001,2014-06-26,1.0,,,,,,,4.0,3.0,,,,,,,34977.0,2881.0,,,780.0,
QC_Night_2014185_aid0001,aid0001,2014-07-04,,,,,,,,1.0,,,,,,,,38184.0,443.0,,,18.0,
QC_Night_2014193_aid0001,aid0001,2014-07-12,,,,,,,,1722.0,2.0,,,1514.0,4.0,,,35283.0,121.0,,,,
QC_Night_2014201_aid0001,aid0001,2014-07-20,,,,,,,,,,,,,,,,31881.0,423.0,,,6342.0,
QC_Night_2014209_aid0001,aid0001,2014-07-28,50.0,,3.0,,,2819.0,818.0,7415.0,1151.0,,,2202.0,696.0,,,17586.0,4622.0,,,1284.0,
QC_Night_2014217_aid0001,aid0001,2014-08-05,119.0,,1360.0,20.0,,3862.0,247.0,4707.0,2016.0,,,2093.0,1471.0,,,15048.0,7265.0,22.0,39.0,377.0,
QC_Night_2014225_aid0001,aid0001,2014-08-13,,,,,,,,994.0,125.0,,,,,,,35778.0,1749.0,,,,
QC_Night_2014233_aid0001,aid0001,2014-08-21,409.0,,,,,,,46.0,29.0,,,3.0,,,,5083.0,1259.0,,,31817.0,
QC_Night_2014241_aid0001,aid0001,2014-08-29,310.0,,,,,,,30.0,178.0,,,,,,,32060.0,5796.0,,,272.0,
QC_Night_2014249_aid0001,aid0001,2014-09-06,1.0,,,,,93.0,77.0,143.0,41.0,,,48.0,21.0,,,33717.0,4050.0,,,455.0,
QC_Night_2014257_aid0001,aid0001,2014-09-14,,,,,,,,,,,,,,,,22148.0,965.0,,,15533.0,
QC_Night_2014265_aid0001,aid0001,2014-09-22,,,,,,,,9.0,,,,15.0,,,,38496.0,93.0,,,33.0,
QC_Night_2014273_aid0001,aid0001,2014-09-30,11.0,,,,,,,,,,,,,,,33091.0,3271.0,,,2273.0,
QC_Night_2014281_aid0001,aid0001,2014-10-08,15.0,,,,,,,,,,,,,,,16766.0,1680.0,,,20185.0,
QC_Night_2014289_aid0001,aid0001,2014-10-16,162.0,,,,,,,,,,,,,,,22651.0,8195.0,,,7638.0,
QC_Night_2014297_aid0001,aid0001,2014-10-24,3.0,,,,,,,,,,,,,,,11795.0,2711.0,,,24137.0,
QC_Night_2014305_aid0001,aid0001,2014-11-01,340.0,,,,,,,,,,,,,,,5465.0,2165.0,,,30676.0,
QC_Night_2014313_aid0001,aid0001,2014-11-09,7013.0,,,,,,,,,,,,,,,128.0,1143.0,,,30362.0,
QC_Night_2014321_aid0001,aid0001,2014-11-17,18568.0,,,,,,,,,,,,,,,317.0,3810.0,,,15951.0,
QC_Night_2014329_aid0001,aid0001,2014-11-25,16284.0,,,,,,,,,,,,,,,884.0,1962.0,,,19516.0,
QC_Night_2014337_aid0001,aid0001,2014-12-03,16587.0,,,,,,,,,,,,,,,91.0,337.0,,,21631.0,
QC_Night_2014345_aid0001,aid0001,2014-12-11,20767.0,,,,,,,,,,,,,,,1159.0,3372.0,,,13348.0,
QC_Night_2014353_aid0001,aid0001,2014-12-19,21076.0,,,,,,,,,,,,,,,3192.0,5643.0,,,8735.0,
QC_Night_2014361_aid0001,aid0001,2014-12-27,21910.0,,,,,,,,,,,,,,,,,,,16736.0,
QC_Night_2015001_aid0001,aid0001,2015-01-01,5598.0,,,,,,,,,,,,,,,7544.0,6743.0,,,18761.0,
QC_Night_2015009_aid0001,aid0001,2015-01-09,7521.0,,,,,,,,,,,,,,,4922.0,14386.0,,,11817.0,
QC_Night_2015017_aid0001,aid0001,2015-01-17,6807.0,,,,,,,,,,,,,,,,,,,31839.0,
QC_Night_2015025_aid0001,aid0001,2015-01-25,5110.0,,,,,,,,,,,,,,,5782.0,6979.0,,,20775.0,
QC_Night_2015033_aid0001,aid0001,2015-02-02,2204.0,,,,,,,,,,,,,,,6647.0,2092.0,,,27703.0,
QC_Night_2015041_aid0001,aid0001,2015-02-10,2946.0,,,,,,,,,,,,,,,3523.0,3702.0,,,28475.0,
QC_Night_2015049_aid0001,aid0001,2015-02-18,2297.0,,,,,,,,,,,,,,,974.0,2662.0,,,32713.0,
QC_Night_2015057_aid0001,aid0001,2015-02-26,9237.0,,,,,,,,,,,,,,,420.0,2269.0,,,26720.0,
QC_Night_2015065_aid0001,aid0001,2015-03-06,1549.0,,,,,,,,,,,,,,,131.0,456.0,,,36510.0,
QC_Night_2015073_aid0001,aid0001,2015-03-14,336.0,,,,,,,,,,,,,,,14056.0,7700.0,,,16554.0,
QC_Night_2015081_aid0001,aid0001,2015-03-22,257.0,,,,,,,,,,,,,,,1318.0,946.0,,,36125.0,
QC_Night_2015089_aid0001,aid0001,2015-03-30,269.0,,,,,,,,,,,,,,,8009.0,5274.0,,,25094.0,
QC_Night_2015097_aid0001,aid0001,2015-04-07,1009.0,,,,,,,,,,,,,,,1077.0,634.0,,,35926.0,
QC_Night_2015105_aid0001,aid0001,2015-04-15,766.0,,,,,,,,,,,,,,,3401.0,3197.0,,,31282.0,
QC_Night_2015113_aid0001,aid0001,2015-04-23,346.0,,,,,,,,,,,,,,,8225.0,2703.0,,,27372.0,
QC_Night_2015121_aid0001,aid0001,2015-05-01,13683.0,,,,,,,,,,,139.0,158.0,,,7355.0,14790.0,,15.0,2506.0,
QC_Night_2015129_aid0001,aid0001,2015-05-09,8561.0,,,,,,,,,,,,,,,912.0,1881.0,,,27292.0,
QC_Night_2015137_aid0001,aid0001,2015-05-17,4443.0,,,,,,,12.0,28.0,,,,,,,10988.0,6450.0,,,16725.0,
QC_Night_2015145_aid0001,aid0001,2015-05-25,1178.0,,,,,,,48.0,217.0,,,,9.0,,,11587.0,5703.0,,,19904.0,
QC_Night_2015153_aid0001,aid0001,2015-06-02,254.0,,,,,,,138.0,809.0,,,58.0,43.0,,,24584.0,10392.0,,22.0,2346.0,
QC_Night_2015161_aid0001,aid0001,2015-06-10,,,,,,,,,,,,982.0,,,,27123.0,1190.0,,,9351.0,
QC_Night_2015169_aid0001,aid0001,2015-06-18,,,,,,,,,2.0,,,,,,,36227.0,1175.0,,,1242.0,
QC_Night_2015177_aid0001,aid0001,2015-06-26,,,,,,,,7.0,,,,,,,,38554.0,80.0,,,5.0,
QC_Night_2015185_aid0001,aid0001,2015-07-04,245.0,,26.0,35.0,,4424.0,561.0,12242.0,4068.0,,,8649.0,766.0,,,5457.0,2166.0,,,7.0,
QC_Night_2015193_aid0001,aid0001,2015-07-12,3.0,,,,,,,553.0,42.0,,,1.0,,,,28980.0,6422.0,,,2645.0,
QC_Night_2015201_aid0001,aid0001,2015-07-20,,,,,,,,791.0,88.0,,,,,,,33704.0,2343.0,,,1720.0,
QC_Night_2015209_aid0001,aid0001,2015-07-28,,,,,,,,3.0,,,,,,,,6646.0,966.0,,,31031.0,
QC_Night_2015217_aid0001,aid0001,2015-08-05,1.0,,,,,,,292.0,1.0,,,110.0,1.0,,,28055.0,6238.0,,,3948.0,
QC_Night_2015225_aid0001,aid0001,2015-08-13,,,,,,,,3.0,4.0,,,7.0,2.0,,,34396.0,1738.0,,,2496.0,
QC_Night_2015233_aid0001,aid0001,2015-08-21,,,,,,,,38.0,,,,,,,,37398.0,1210.0,,,,
QC_Night_2015241_aid0001,aid0001,2015-08-29,15.0,,,,,,,153.0,118.0,,,153.0,25.0,,,26170.0,8631.0,,,3381.0,
QC_Night_2015249_aid0001,aid0001,2015-09-06,53.0,,,,,,,109.0,203.0,,,,,,,25515.0,3825.0,,,8941.0,
QC_Night_2015257_aid0001,aid0001,2015-09-14,109.0,,,,,,,,,,,1.0,,,,5198.0,393.0,,,32945.0,
QC_Night_2015265_aid0001,aid0001,2015-09-22,1.0,,,,,,,114.0,65.0,,,,,,,34778.0,3641.0,,,47.0,
QC_Night_2015273_aid0001,aid0001,2015-09-30,964.0,,,,,,,,,,,6.0,10.0,,,733.0,283.0,12.0,,36638.0,
QC_Night_2015281_aid0001,aid0001,2015-10-08,,,,,,,,,,,,,,,,18551.0,1810.0,,,18285.0,
QC_Night_2015289_aid0001,aid0001,2015-10-16,2312.0,,,,,,,,,,,214.0,269.0,,,12926.0,9867.0,3.0,5.0,13050.0,
QC_Night_2015297_aid0001,aid0001,2015-10-24,6143.0,,,,,,,,,,,,,,,11900.0,2390.0,,,18213.0,
QC_Night_2015305_aid0001,aid0001,2015-11-01,6081.0,,,,,,,,,,,,,,,6.0,347.0,,,32212.0,
QC_Night_2015313_aid0001,aid0001,2015-11-09,8350.0,,,,,,,,,,,,,,,1887.0,3286.0,,,25123.0,
QC_Night_2015321_aid0001,aid0001,2015-11-17,11907.0,,,,,,,,,,,,,,,183.0,933.0,,,25623.0,
QC_Night_2015329_aid0001,aid0001,2015-11-25,21632.0,,,,,,,,,,,,,,,79.0,1910.0,,,15025.0,
QC_Night_2015337_aid0001,aid0001,2015-12-03,20404.0,,,,,,,,,,,,,,,,,,,18242.0,
QC_Night_2015345_aid0001,aid0001,2015-12-11,19135.0,,,,,,,,,,,,,,,1608.0,6208.0,,,11695.0,
QC_Night_2015353_aid0001,aid0001,2015-12-19,17443.0,,,,,,,,,,,,,,,7.0,,,,21196.0,
QC_Night_2015361_aid0001,aid0001,2015-12-27,14138.0,,,,,,,,,,,,,,,2744.0,2020.0,,,19744.0,
QC_Night_2016001_aid0001,aid0001,2016-01-01,10940.0,,,,,,,,,,,,,,,209.0,123.0,,,27374.0,
QC_Night_2016009_aid0001,aid0001,2016-01-09,8948.0,,,,,,,,,,,,,,,1736.0,369.0,,,27593.0,
QC_Night_2016017_aid0001,aid0001,2016-01-17,9876.0,,,,,,,,,,,,,,,2500.0,1384.0,,,24886.0,
QC_Night_2016025_aid0001,aid0001,2016-01-25,6886.0,,,,,,,,,,,,,,,4123.0,3013.0,,,24624.0,
QC_Night_2016033_aid0001,aid0001,2016-02-02,4373.0,,,,,,,,,,,,,,,1031.0,708.0,,,32534.0,
QC_Night_2016041_aid0001,aid0001,2016-02-10,9516.0,,,,,,,,,,,,,,,1404.0,1593.0,,,26133.0,
QC_Night_2016049_aid0001,aid0001,2016-02-18,7312.0,,,,,,,,,,,,,,,765.0,84.0,,,30485.0,
QC_Night_2016057_aid0001,aid0001,2016-02-26,1775.0,,,,,,,,,,,,,,,2771.0,3080.0,,,31020.0,
QC_Night_2016065_aid0001,aid0001,2016-03-05,6804.0,,,,,,,,,,,,,,,,,,,31842.0,
QC_Night_2016073_aid0001,aid0001,2016-03-13,2564.0,,,,,,,,,,,,,,,105.0,354.0,,,35623.0,
QC_Night_2016081_aid0001,aid0001,2016-03-21,18059.0,,,,,,,,,,,,,,,114.0,160.0,,,20313.0,
QC_Night_2016089_aid0001,aid0001,2016-03-29,1544.0,,,,,,,,,,,,,,,9476.0,7352.0,,,20274.0,
QC_Night_2016097_aid0001,aid0001,2016-04-06,888.0,,,,,,,,,,,,,,,4832.0,3609.0,,,29317.0,
QC_Night_2016105_aid0001,aid0001,2016-04-14,2272.0,,,,,,,,,,,,,,,7421.0,4802.0,,,24151.0,
QC_Night_2016113_aid0001,aid0001,2016-04-22,30385.0,,,,,,,,,,,,,,,181.0,2735.0,,,5345.0,
QC_Night_2016121_aid0001,aid0001,2016-04-30,1212.0,,,,,,,,,,,,,,,10662.0,5150.0,,,21622.0,
QC_Night_2016129_aid0001,aid0001,2016-05-08,1492.0,,,,,,,,,,,,,,,15319.0,8915.0,,,12920.0,
QC_Night_2016137_aid0001,aid0001,2016-05-16,2475.0,,,,,,,,,,,,,,,13187.0,6604.0,,,16380.0,
QC_Night_2016145_aid0001,aid0001,2016-05-24,2382.0,,,,,,,7.0,289.0,,,,,,,8406.0,10756.0,,,16806.0,
QC_Night_2016153_aid0001,aid0001,2016-06-01,3.0,,,,,,2.0,181.0,134.0,,,20.0,4.0,,,34661.0,3616.0,,,25.0,
QC_Night_2016161_aid0001,aid0001,2016-06-09,449.0,,2.0,11.0,,,,10.0,77.0,,,1.0,13.0,,,23105.0,6939.0,2.0,11.0,8026.0,
QC_Night_2016169_aid0001,aid0001,2016-06-17,,,,,,,,,,,,,,,,34748.0,1049.0,,,2849.0,
QC_Night_2016177_aid0001,aid0001,2016-06-25,,,,,,3.0,,176.0,61.0,,,,,,,31595.0,3029.0,,,3782.0,
QC_Night_2016185_aid0001,aid0001,2016-07-03,,,,,,,,11.0,,,,,,,,37746.0,876.0,,,13.0,
QC_Night_2016193_aid0001,aid0001,2016-07-11,,,,,,,,40.0,17.0,,,,,,,35286.0,3036.0,,,267.0,
QC_Night_2016201_aid0001,aid0001,2016-07-19,,,,,,,,,,,,,,,,35881.0,1566.0,,,1199.0,
QC_Night_2016209_aid0001,aid0001,2016-07-27,,,,,,,,5.0,,,,,,,,38431.0,191.0,,,19.0,
QC_Night_2016217_aid0001,aid0001,2016-08-04,,,,,,,,4.0,3.0,,,,,,,36399.0,2038.0,,,202.0,
QC_Night_2016225_aid0001,aid0001,2016-08-12,,,,,,,,10.0,8.0,,,,,,,33007.0,3313.0,,,2308.0,
QC_Night_2016233_aid0001,aid0001,2016-08-20,1.0,,,,,,,,,,,,,,,4290.0,904.0,,,33451.0,
QC_Night_2016241_aid0001,aid0001,2016-08-28,1.0,,,,,,,1.0,1.0,,,,,,,29522.0,3858.0,,,5263.0,
QC_Night_2016249_aid0001,aid0001,2016-09-05,367.0,,,,,,,13.0,128.0,,,,,,,26480.0,4858.0,,,6800.0,
QC_Night_2016257_aid0001,aid0001,2016-09-13,7.0,,,,,,,362.0,43.0,,,,,,,32826.0,4531.0,,,877.0,
QC_Night_2016265_aid0001,aid0001,2016-09-21,,,,,,,,,,,,,,,,2880.0,243.0,,,35523.0,
QC_Night_2016273_aid0001,aid0001,2016-09-29,80.0,,,,,4.0,13.0,2123.0,358.0,,,206.0,273.0,,,17986.0,14499.0,38.0,47.0,3019.0,
QC_Night_2016281_aid0001,aid0001,2016-10-07,18.0,,,,,,,,,,,,,,,15247.0,3680.0,,,19701.0,
QC_Night_2016289_aid0001,aid0001,2016-10-15,257.0,,,,,,,,6.0,,,,,,,2564.0,2017.0,,,33802.0,
QC_Night_2016297_aid0001,aid0001,2016-10-23,3625.0,,,,,,,1865.0,2722.0,,,6.0,24.0,,,10501.0,7325.0,91.0,146.0,12341.0,
QC_Night_2016305_aid0001,aid0001,2016-10-31,183.0,,,,,,,16.0,106.0,,,,,,,25508.0,6131.0,,,6702.0,
QC_Night_2016313_aid0001,aid0001,2016-11-08,26.0,,,,,,,,,,,,,,,27116.0,4372.0,,,7132.0,
QC_Night_2016321_aid0001,aid0001,2016-11-16,12134.0,,,,,,,,,,,,,,,1997.0,8768.0,,,15747.0,
QC_Night_2016329_aid0001,aid0001,2016-11-24,22018.0,,,,,,,,,,,,,,,,89.0,,,16539.0,
QC_Night_2016337_aid0001,aid0001,2016-12-02,29061.0,,,,,,,,,,,,,,,252.0,1203.0,,,8130.0,
QC_Night_2016345_aid0001,aid0001,2016-12-10,36321.0,,,,,,,,,,,,,,,,787.0,,,1538.0,
QC_Night_2016353_aid0001,aid0001,2016-12-18,15833.0,,,,,,,,,,,,,,,3452.0,1041.0,,,18320.0,
QC_Night_2016361_aid0001,aid0001,2016-12-26,8013.0,,,,,,,,,,,,,,,507.0,2468.0,,,27658.0,
QC_Night_2017001_aid0001,aid0001,2017-01-01,9856.0,,,,,,,,,,,,,,,75.0,47.0,,,28668.0,
QC_Night_2017009_aid0001,aid0001,2017-01-09,17033.0,,,,,,,,,,,,,,,122.0,474.0,,,21017.0,
QC_Night_2017017_aid0001,aid0001,2017-01-17,8465.0,,,,,,,,,,,,,,,538.0,520.0,,,29123.0,
QC_Night_2017025_aid0001,aid0001,2017-01-25,8352.0,,,,,,,,,,,,,,,670.0,120.0,,,29504.0,
QC_Night_2017033_aid0001,aid0001,2017-02-02,20841.0,,,,,,,,,,,,,,,228.0,4028.0,,,13549.0,
QC_Night_2017041_aid0001,aid0001,2017-02-10,5233.0,,,,,,,,,,,,,,,6119.0,5194.0,,,22100.0,
QC_Night_2017049_aid0001,aid0001,2017-02-18,9580.0,,,,,,,,,,,,,,,3505.0,2172.0,,,23389.0,
QC_Night_2017057_aid0001,aid0001,2017-02-26,11828.0,,,,,,,,,,,,,,,527.0,2583.0,,,23708.0,
QC_Night_2017065_aid0001,aid0001,2017-03-06,6998.0,,,,,,,,,,,,,,,817.0,230.0,,,30601.0,
QC_Night_2017073_aid0001,aid0001,2017-03-14,4430.0,,,,,,,,,,,,,,,2916.0,6928.0,,,24372.0,
QC_Night_2017081_aid0001,aid0001,2017-03-22,5366.0,,,,,,,,,,,,,,,3235.0,7968.0,,,22077.0,
QC_Night_2017089_aid0001,aid0001,2017-03-30,4930.0,,,,,,,,,,,,,,,4554.0,9910.0,,,19252.0,
QC_Night_2017097_aid0001,aid0001,2017-04-07,1253.0,,,,,,,,,,,,,,,16285.0,10154.0,,,10954.0,
QC_Night_2017105_aid0001,aid0001,2017-04-15,2138.0,,,,,,,,,,,,,,,8.0,2.0,,,36498.0,
QC_Night_2017113_aid0001,aid0001,2017-04-23,14574.0,,,,,,,,390.0,,,,,,,1437.0,7601.0,,,14644.0,
QC_Night_2017121_aid0001,aid0001,2017-05-01,735.0,,,,,,,,,,,,,,,8233.0,3990.0,,,25688.0,
QC_Night_2017129_aid0001,aid0001,2017-05-09,491.0,,,,,,,,,,,,,,,14222.0,6154.0,,,17779.0,
QC_Night_2017137_aid0001,aid0001,2017-05-17,125.0,,,,,,,,,,,,,,,28821.0,9087.0,,,613.0,
QC_Night_2017145_aid0001,aid0001,2017-05-25,212.0,,,,,,,283.0,186.0,,,,,,,23790.0,6436.0,,,7739.0,
QC_Night_2017153_aid0001,aid0001,2017-06-02,36.0,,,,,,,6.0,123.0,,,8.0,16.0,,,28065.0,6584.0,,,3808.0,
QC_Night_2017161_aid0001,aid0001,2017-06-10,112.0,,,,,,,678.0,537.0,,,,,,,25199.0,9113.0,,,3007.0,
QC_Night_2017169_aid0001,aid0001,2017-06-18,,,,,,,,,,,,,,,,35264.0,566.0,,,2816.0,
QC_Night_2017177_aid0001,aid0001,2017-06-26,1.0,,,,,,,,,,,,,,,29565.0,807.0,,,8273.0,
QC_Night_2017185_aid0001,aid0001,2017-07-04,,,,,,,,1.0,,,,323.0,,,,35957.0,286.0,,,2079.0,
QC_Night_2017193_aid0001,aid0001,2017-07-12,,,36.0,6.0,,69.0,,6471.0,1021.0,,,7570.0,343.0,,,20370.0,2457.0,,,303.0,
QC_Night_2017201_aid0001,aid0001,2017-07-20,9.0,,,,,1079.0,,8335.0,1450.0,,,70.0,,,,24798.0,2388.0,,,517.0,
QC_Night_2017209_aid0001,aid0001,2017-07-28,,,,,,,,,,,,136.0,,,,38429.0,79.0,,,2.0,
QC_Night_2017217_aid0001,aid0001,2017-08-05,673.0,,33.0,13.0,,278.0,65.0,1293.0,1306.0,,,5404.0,1689.0,,,12537.0,5057.0,1639.0,659.0,8000.0,
QC_Night_2017225_aid0001,aid0001,2017-08-13,,,,,,,,3.0,6.0,,,16.0,17.0,,,31063.0,5371.0,18.0,15.0,2137.0,
QC_Night_2017233_aid0001,aid0001,2017-08-21,,,,,,,,4.0,,,,43.0,11.0,,,35634.0,2845.0,,,109.0,
QC_Night_2017241_aid0001,aid0001,2017-08-29,,,,,,,,,,,,,,,,38433.0,98.0,,,115.0,
QC_Night_2017249_aid0001,aid0001,2017-09-06,,,,,,,,,,,,24.0,,,,37809.0,811.0,,,2.0,
QC_Night_2017257_aid0001,aid0001,2017-09-14,127.0,,,,,,,1819.0,1511.0,,,,,,,20779.0,10306.0,,,4104.0,
QC_Night_2017265_aid0001,aid0001,2017-09-22,2795.0,,,,,,,3698.0,1227.0,,,,,,,16277.0,13429.0,,,1220.0,
QC_Night_2017273_aid0001,aid0001,2017-09-30,92.0,,,,,,,818.0,384.0,,,,,,,19230.0,11882.0,,,6240.0,
QC_Night_2017281_aid0001,aid0001,2017-10-08,69.0,,,,,,,,,,,,,,,2064.0,223.0,,,36290.0,
QC_Night_2017289_aid0001,aid0001,2017-10-16,301.0,,,,,,,11.0,5.0,,,,,,,6120.0,4595.0,,,27614.0,
QC_Night_2017297_aid0001,aid0001,2017-10-24,51.0,,,,,,,,,,,,,,,2160.0,1079.0,,,35356.0,
QC_Night_2017305_aid0001,aid0001,2017-11-01,6970.0,,,,,,,,,,,,,,,518.0,2102.0,,,29056.0,
QC_Night_2017313_aid0001,aid0001,2017-11-09,5168.0,,,,,,,,,,,,,,,2225.0,861.0,,,30392.0,
QC_Night_2017321_aid0001,aid0001,2017-11-17,22960.0,,,,,,,,,,,,,,,441.0,2944.0,,,12301.0,
QC_Night_2017329_aid0001,aid0001,2017-11-25,1968.0,,,,,,,,,,,,,,,3610.0,2879.0,,,30189.0,
QC_Night_2017337_aid0001,aid0001,2017-12-03,6239.0,,,,,,,,,,,,,,,926.0,9745.0,,,21736.0,
QC_Night_2017345_aid0001,aid0001,2017-12-11,10205.0,,,,,,,,,,,,,,,1035.0,4061.0,,,23345.0,
QC_Night_2017353_aid0001,aid0001,2017-12-19,25263.0,,,,,,,,,,,,,,,,,,,13383.0,
QC_Night_2017361_aid0001,aid0001,2017-12-27,14686.0,,,,,,,,,,,,,,,,,,,23960.0,
QC_Night_2018001_aid0001,aid0001,2018-01-01,14029.0,,,,,,,,,,,,,,,280.0,1553.0,,,22784.0,
QC_Night_2018009_aid0001,aid0001,2018-01-09,7975.0,,,,,,,,,,,,,,,252.0,989.0,,,29430.0,
QC_Night_2018017_aid0001,aid0001,2018-01-17,12246.0,,,,,,,,,,,,,,,4967.0,7099.0,,,14334.0,
QC_Night_2018025_aid0001,aid0001,2018-01-25,10443.0,,,,,,,,,,,,,,,1.0,349.0,,,27853.0,
QC_Night_2018033_aid0001,aid0001,2018-02-02,8828.0,,,,,,,,,,,,,,,1668.0,4270.0,,,23880.0,
QC_Night_2018041_aid0001,aid0001,2018-02-10,3561.0,,,,,,,,,,,,,,,2016.0,4739.0,,,28330.0,
QC_Night_2018049_aid0001,aid0001,2018-02-18,15020.0,,,,,,,,,,,,,,,37.0,22.0,,,23567.0,
QC_Night_2018057_aid0001,aid0001,2018-02-26,17987.0,,,,,,,,,,,,,,,8.0,213.0,,,20438.0,
QC_Night_2018065_aid0001,aid0001,2018-03-06,1980.0,,,,,,,,,,,,,,,7557.0,9556.0,,,19553.0,
QC_Night_2018073_aid0001,aid0001,2018-03-14,24669.0,,,,,,,,,,,,,,,63.0,626.0,,,13288.0,
QC_Night_2018081_aid0001,aid0001,2018-03-22,2446.0,,,,,,,,,,,,,,,115.0,74.0,,,36011.0,
QC_Night_2018089_aid0001,aid0001,2018-03-30,2694.0,,,,,,,,,,,,,,,1817.0,1085.0,,,33050.0,
QC_Night_2018097_aid0001,aid0001,2018-04-07,6252.0,,,,,,,,,,,,,,,1773.0,4619.0,,,26002.0,
QC_Night_2018105_aid0001,aid0001,2018-04-15,474.0,,,,,,,,,,,,,,,17073.0,4763.0,,,16336.0,
QC_Night_2018113_aid0001,aid0001,2018-04-23,297.0,,,,,,,,,,,,,,,218.0,309.0,,,37822.0,
QC_Night_2018121_aid0001,aid0001,2018-05-01,1008.0,,,,,,,,14.0,,,,,,,515.0,134.0,,,36975.0,
QC_Night_2018129_aid0001,aid0001,2018-05-09,1906.0,,,,,,,,,,,109.0,141.0,,,6783.0,5719.0,204.0,281.0,23503.0,
QC_Night_2018137_aid0001,aid0001,2018-05-17,2096.0,,,,,,,12.0,90.0,,,,,,,5812.0,6161.0,,,24475.0,
QC_Night_2018145_aid0001,aid0001,2018-05-25,57.0,,,,,,,3953.0,293.0,,,,,,,27643.0,6421.0,,,279.0,
QC_Night_2018153_aid0001,aid0001,2018-06-02,,,,,,,,20.0,3.0,,,,,,,23944.0,2385.0,,,12294.0,
QC_Night_2018161_aid0001,aid0001,2018-06-10,10.0,,,,,,,,,,,,,,,20601.0,2799.0,1.0,,15235.0,
QC_Night_2018169_aid0001,aid0001,2018-06-18,32.0,,,,,,,,3.0,,,,,,,21051.0,4023.0,,,13537.0,
QC_Night_2018177_aid0001,aid0001,2018-06-26,4.0,,,,,,,1.0,2.0,,,,,,,31345.0,2831.0,,,4463.0,
QC_Night_2018185_aid0001,aid0001,2018-07-04,,,,,,,,491.0,88.0,,,907.0,20.0,,,33341.0,3379.0,,,420.0,
QC_Night_2018193_aid0001,aid0001,2018-07-12,349.0,,,,,,,525.0,46.0,,,326.0,10.0,,,28942.0,1544.0,8.0,,6896.0,
QC_Night_2018201_aid0001,aid0001,2018-07-20,,,21.0,2.0,,2.0,,9004.0,1646.0,,,6688.0,541.0,,,17319.0,3268.0,118.0,6.0,31.0,
QC_Night_2018209_aid0001,aid0001,2018-07-28,,,,,,,,40.0,11.0,,,,,,,36460.0,1796.0,,,339.0,
QC_Night_2018217_aid0001,aid0001,2018-08-05,,,,,,,,,,,,,,,,15684.0,407.0,,,22555.0,
QC_Night_2018225_aid0001,aid0001,2018-08-13,,,,,,,,578.0,50.0,,,,,,,36315.0,1703.0,,,,
QC_Night_2018233_aid0001,aid0001,2018-08-21,,,,1.0,,,,,2.0,,,4.0,,,,27616.0,1519.0,,,9504.0,
QC_Night_2018241_aid0001,aid0001,2018-08-29,,,,,,,,49.0,29.0,,,,,,,30923.0,4105.0,,,3540.0,
QC_Night_2018249_aid0001,aid0001,2018-09-06,2.0,,,,,,,3.0,,,,,,,,13337.0,1891.0,,,23413.0,
QC_Night_2018257_aid0001,aid0001,2018-09-14,,,,,,,,4.0,4.0,,,,,,,14527.0,2123.0,,,21988.0,
QC_Night_2018265_aid0001,aid0001,2018-09-22,19.0,,,,,,,5.0,8.0,,,,,,,1315.0,1057.0,,,36242.0,
QC_Night_2018273_aid0001,aid0001,2018-09-30,3703.0,,,,,,3.0,,54.0,,,2937.0,1222.0,,,4620.0,3629.0,,,22478.0,
QC_Night_2018281_aid0001,aid0001,2018-10-08,4425.0,,,,,,,37.0,2808.0,,,,,,,3497.0,11525.0,,,16354.0,
QC_Night_2018289_aid0001,aid0001,2018-10-16,794.0,,,,,,,,,,,,,,,7545.0,3340.0,,,26967.0,
QC_Night_2018297_aid0001,aid0001,2018-10-24,829.0,,,,,,,,,,,,,,,3708.0,3475.0,,,30634.0,
QC_Night_2018305_aid0001,aid0001,2018-11-01,6904.0,,,,,,,,,,,,,,,2396.0,5481.0,,,23865.0,
QC_Night_2018313_aid0001,aid0001,2018-11-09,3914.0,,,,,,,,,,,,,,,319.0,1999.0,,,32414.0,
