File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MYD21A2_006_LST_Day_1KM_doy2004361_aid0001,LST_Day_1KM,aid0001,2004-12-26,9827.0,237.54,286.04,"(237.54,286.04)",275.7306991,5.0587688,25.5911417,278.76,286.04,275.96,265.84,273.58
MYD21A2_006_LST_Day_1KM_doy2005001_aid0001,LST_Day_1KM,aid0001,2005-01-01,15331.0,248.96,385.48,"(248.96,385.48)",273.4197626,13.4584096,181.1287877,277.08,284.88,272.72,250.02,266.12
MYD21A2_006_LST_Day_1KM_doy2005009_aid0001,LST_Day_1KM,aid0001,2005-01-09,35102.0,245.9,292.68,"(245.9,292.68)",271.2766053,5.2017682,27.0583929,275.32,285.44,269.86,255.72,267.42
MYD21A2_006_LST_Day_1KM_doy2005017_aid0001,LST_Day_1KM,aid0001,2005-01-17,34348.0,265.92,290.6,"(265.92,290.6)",278.1391365,4.4712046,19.9916709,282.58,290.6,276.34,265.92,274.7
MYD21A2_006_LST_Day_1KM_doy2005025_aid0001,LST_Day_1KM,aid0001,2005-01-25,27092.0,262.26,289.66,"(262.26,289.66)",276.1303994,5.2689307,27.7616307,280.84,289.66,276.34,262.26,271.48
MYD21A2_006_LST_Day_1KM_doy2005033_aid0001,LST_Day_1KM,aid0001,2005-02-02,35982.0,253.0,293.62,"(253.0,293.62)",275.7196265,6.1881985,38.2938002,280.56,293.62,275.72,257.52,270.42
MYD21A2_006_LST_Day_1KM_doy2005041_aid0001,LST_Day_1KM,aid0001,2005-02-10,33184.0,256.6,288.66,"(256.6,288.66)",273.2786361,5.265228,27.7226257,277.38,288.66,271.8,258.68,269.28
MYD21A2_006_LST_Day_1KM_doy2005049_aid0001,LST_Day_1KM,aid0001,2005-02-18,34347.0,248.22,296.12,"(248.22,296.12)",279.4486092,7.827126,61.2639018,287.1,296.12,277.62,251.54,272.82
MYD21A2_006_LST_Day_1KM_doy2005057_aid0001,LST_Day_1KM,aid0001,2005-02-26,32861.0,255.7,302.36,"(255.7,302.36)",282.1145784,8.3230706,69.2735038,290.16,302.36,281.1,255.7,274.24
MYD21A2_006_LST_Day_1KM_doy2005065_aid0001,LST_Day_1KM,aid0001,2005-03-06,33845.0,268.94,304.36,"(268.94,304.36)",286.277732,8.7929457,77.3158942,294.82,304.36,287.14,268.94,277.2
MYD21A2_006_LST_Day_1KM_doy2005073_aid0001,LST_Day_1KM,aid0001,2005-03-14,26609.0,251.88,305.1,"(251.88,305.1)",284.854913,9.1094603,82.9822671,292.36,305.1,286.64,259.74,279.24
MYD21A2_006_LST_Day_1KM_doy2005081_aid0001,LST_Day_1KM,aid0001,2005-03-22,25999.0,253.58,301.5,"(253.58,301.5)",281.1803223,8.0987061,65.5890404,289.08,301.5,281.52,253.58,273.7
MYD21A2_006_LST_Day_1KM_doy2005089_aid0001,LST_Day_1KM,aid0001,2005-03-30,34229.0,260.32,309.42,"(260.32,309.42)",286.3499506,8.9196272,79.55975,293.7,309.42,289.34,260.32,276.62
MYD21A2_006_LST_Day_1KM_doy2005097_aid0001,LST_Day_1KM,aid0001,2005-04-07,33371.0,253.9,304.6,"(253.9,304.6)",289.1282808,8.7018795,75.7227076,295.92,304.6,292.68,263.2,282.31
MYD21A2_006_LST_Day_1KM_doy2005105_aid0001,LST_Day_1KM,aid0001,2005-04-15,35855.0,259.86,311.24,"(259.86,311.24)",293.7329142,9.1072925,82.9427761,300.54,311.24,296.94,268.96,287.14
MYD21A2_006_LST_Day_1KM_doy2005113_aid0001,LST_Day_1KM,aid0001,2005-04-23,26948.0,266.78,310.18,"(266.78,310.18)",292.0834422,6.2404426,38.9431243,296.54,306.76,293.24,277.8,289.04
MYD21A2_006_LST_Day_1KM_doy2005121_aid0001,LST_Day_1KM,aid0001,2005-05-01,21750.0,253.2,311.62,"(253.2,311.62)",293.8607246,6.50299,42.2888786,298.655,311.62,294.08,276.64,289.84
MYD21A2_006_LST_Day_1KM_doy2005129_aid0001,LST_Day_1KM,aid0001,2005-05-09,34106.0,254.58,311.28,"(254.58,311.28)",293.8926981,8.1759668,66.8464335,299.54,311.28,296.24,278.04,290.94
MYD21A2_006_LST_Day_1KM_doy2005137_aid0001,LST_Day_1KM,aid0001,2005-05-17,38386.0,274.66,316.46,"(274.66,316.46)",300.9440061,6.8383637,46.7632184,305.34,315.48,302.46,288.26,298.5
MYD21A2_006_LST_Day_1KM_doy2005145_aid0001,LST_Day_1KM,aid0001,2005-05-25,38058.0,274.46,319.22,"(274.46,319.22)",301.701894,6.7192017,45.1476716,306.26,317.9,302.44,286.84,298.48
MYD21A2_006_LST_Day_1KM_doy2005153_aid0001,LST_Day_1KM,aid0001,2005-06-02,34883.0,248.46,316.14,"(248.46,316.14)",295.9060998,6.2422934,38.9662271,300.34,312.86,295.48,279.46,291.92
MYD21A2_006_LST_Day_1KM_doy2005161_aid0001,LST_Day_1KM,aid0001,2005-06-10,38336.0,273.72,318.46,"(273.72,318.46)",299.3540849,6.1853176,38.2581541,304.1,317.06,299.06,281.54,295.04
MYD21A2_006_LST_Day_1KM_doy2005169_aid0001,LST_Day_1KM,aid0001,2005-06-18,38245.0,272.96,325.76,"(272.96,325.76)",304.2579553,6.7849893,46.0360804,309.56,324.8,304.06,283.2,299.0
MYD21A2_006_LST_Day_1KM_doy2005177_aid0001,LST_Day_1KM,aid0001,2005-06-26,38631.0,279.56,327.4,"(279.56,327.4)",304.8960301,7.3214044,53.6029624,310.79,327.4,304.16,280.62,298.42
MYD21A2_006_LST_Day_1KM_doy2005185_aid0001,LST_Day_1KM,aid0001,2005-07-04,38646.0,284.96,332.52,"(284.96,332.52)",309.855627,8.0216626,64.3470711,316.42,332.52,309.54,284.96,302.48
MYD21A2_006_LST_Day_1KM_doy2005193_aid0001,LST_Day_1KM,aid0001,2005-07-12,38646.0,291.9,332.82,"(291.9,332.82)",312.2848693,7.9292855,62.8735687,318.58,332.82,312.04,291.9,305.22
MYD21A2_006_LST_Day_1KM_doy2005201_aid0001,LST_Day_1KM,aid0001,2005-07-20,38646.0,292.08,331.3,"(292.08,331.3)",310.5549128,7.7224471,59.6361888,316.86,331.3,310.38,292.08,303.46
MYD21A2_006_LST_Day_1KM_doy2005209_aid0001,LST_Day_1KM,aid0001,2005-07-28,38643.0,283.82,331.14,"(283.82,331.14)",309.0359154,7.6472221,58.4800056,315.04,331.14,309.06,283.82,302.34
MYD21A2_006_LST_Day_1KM_doy2005217_aid0001,LST_Day_1KM,aid0001,2005-08-05,36899.0,257.08,332.76,"(257.08,332.76)",308.7072934,8.7237341,76.1035358,315.46,332.76,308.52,282.06,302.04
MYD21A2_006_LST_Day_1KM_doy2005225_aid0001,LST_Day_1KM,aid0001,2005-08-13,38585.0,279.8,328.68,"(279.8,328.68)",305.4301278,7.118395,50.6715472,311.26,328.68,305.38,282.44,299.64
MYD21A2_006_LST_Day_1KM_doy2005233_aid0001,LST_Day_1KM,aid0001,2005-08-21,38637.0,275.92,327.52,"(275.92,327.52)",307.3163594,7.5153677,56.4807511,313.02,327.52,307.3,283.22,301.02
MYD21A2_006_LST_Day_1KM_doy2005241_aid0001,LST_Day_1KM,aid0001,2005-08-29,38646.0,291.4,322.92,"(291.4,322.92)",306.1171423,6.5538871,42.9534359,311.135,322.92,306.24,291.4,300.405
MYD21A2_006_LST_Day_1KM_doy2005249_aid0001,LST_Day_1KM,aid0001,2005-09-06,38582.0,273.86,321.7,"(273.86,321.7)",301.4618957,6.9896691,48.8554737,307.0,321.7,301.32,280.3,295.9
MYD21A2_006_LST_Day_1KM_doy2005257_aid0001,LST_Day_1KM,aid0001,2005-09-14,38646.0,285.04,320.12,"(285.04,320.12)",300.6290597,6.0276993,36.3331587,305.26,319.16,300.88,285.04,295.48
MYD21A2_006_LST_Day_1KM_doy2005265_aid0001,LST_Day_1KM,aid0001,2005-09-22,38646.0,283.72,312.6,"(283.72,312.6)",298.4882379,5.3425936,28.5433063,302.64,312.6,298.5,283.72,294.0
MYD21A2_006_LST_Day_1KM_doy2005273_aid0001,LST_Day_1KM,aid0001,2005-09-30,38646.0,277.52,311.86,"(277.52,311.86)",297.4753154,5.382421,28.9704556,301.62,311.86,297.48,281.08,293.28
MYD21A2_006_LST_Day_1KM_doy2005281_aid0001,LST_Day_1KM,aid0001,2005-10-08,38637.0,260.34,307.26,"(260.34,307.26)",294.9210053,4.7902539,22.9465328,298.6,307.26,295.08,280.44,291.26
MYD21A2_006_LST_Day_1KM_doy2005289_aid0001,LST_Day_1KM,aid0001,2005-10-16,38608.0,278.84,306.86,"(278.84,306.86)",294.8871255,4.4337054,19.6577435,298.32,306.86,295.4,281.48,291.58
MYD21A2_006_LST_Day_1KM_doy2005297_aid0001,LST_Day_1KM,aid0001,2005-10-24,38507.0,266.98,308.56,"(266.98,308.56)",292.7149588,5.8200802,33.8733338,297.02,308.56,292.8,276.18,288.68
MYD21A2_006_LST_Day_1KM_doy2005305_aid0001,LST_Day_1KM,aid0001,2005-11-01,16262.0,252.56,299.2,"(252.56,299.2)",284.4844201,5.0498619,25.5011048,287.78,296.7,284.86,272.68,281.74
MYD21A2_006_LST_Day_1KM_doy2005313_aid0001,LST_Day_1KM,aid0001,2005-11-09,34286.0,246.92,297.58,"(246.92,297.58)",280.2006364,6.2650765,39.251183,284.84,294.08,281.41,265.4,277.06
MYD21A2_006_LST_Day_1KM_doy2005321_aid0001,LST_Day_1KM,aid0001,2005-11-17,36734.0,267.7,293.78,"(267.7,293.78)",282.5297392,4.0488936,16.3935391,285.5,293.0,282.82,272.86,280.44
MYD21A2_006_LST_Day_1KM_doy2005329_aid0001,LST_Day_1KM,aid0001,2005-11-25,18935.0,245.56,284.56,"(245.56,284.56)",270.1508086,7.0256119,49.359222,276.86,284.56,269.64,246.2,264.56
MYD21A2_006_LST_Day_1KM_doy2005337_aid0001,LST_Day_1KM,aid0001,2005-12-03,31239.0,244.72,281.58,"(244.72,281.58)",264.2021031,6.195216,38.3807007,268.8,281.58,262.2,246.66,259.66
MYD21A2_006_LST_Day_1KM_doy2005345_aid0001,LST_Day_1KM,aid0001,2005-12-11,30862.0,249.82,282.44,"(249.82,282.44)",269.9307634,3.6397548,13.2478147,272.66,280.92,269.7,259.1,267.12
MYD21A2_006_LST_Day_1KM_doy2005353_aid0001,LST_Day_1KM,aid0001,2005-12-19,33906.0,263.86,288.28,"(263.86,288.28)",276.1635551,4.211894,17.7400511,280.38,288.28,274.56,263.86,273.14
MYD21A2_006_LST_Day_1KM_doy2005361_aid0001,LST_Day_1KM,aid0001,2005-12-27,12234.0,261.22,285.0,"(261.22,285.0)",277.0963659,4.0696076,16.5617056,280.34,285.0,276.64,266.78,274.86
MYD21A2_006_LST_Day_1KM_doy2006001_aid0001,LST_Day_1KM,aid0001,2006-01-01,35430.0,261.08,286.14,"(261.08,286.14)",274.3813283,5.3788239,28.9317467,279.66,286.14,272.82,261.08,269.82
MYD21A2_006_LST_Day_1KM_doy2006009_aid0001,LST_Day_1KM,aid0001,2006-01-09,32823.0,245.96,289.54,"(245.96,289.54)",272.8153789,4.6433859,21.5610323,275.82,285.3,273.08,259.7,269.36
MYD21A2_006_LST_Day_1KM_doy2006017_aid0001,LST_Day_1KM,aid0001,2006-01-17,34440.0,252.46,284.24,"(252.46,284.24)",269.3603786,3.2775857,10.7425683,271.28,277.46,269.06,260.98,267.16
MYD21A2_006_LST_Day_1KM_doy2006025_aid0001,LST_Day_1KM,aid0001,2006-01-25,29037.0,249.52,285.78,"(249.52,285.78)",271.7585095,4.5322307,20.5411155,274.2,280.36,272.3,263.86,270.06
MYD21A2_006_LST_Day_1KM_doy2006033_aid0001,LST_Day_1KM,aid0001,2006-02-02,33291.0,251.4,292.9,"(251.4,292.9)",275.1653822,4.9730008,24.7307369,277.46,286.34,273.76,262.96,271.54
MYD21A2_006_LST_Day_1KM_doy2006041_aid0001,LST_Day_1KM,aid0001,2006-02-10,35900.0,258.56,289.2,"(258.56,289.2)",271.9672808,5.3693333,28.8297404,275.4,286.62,270.4,258.56,267.92
MYD21A2_006_LST_Day_1KM_doy2006049_aid0001,LST_Day_1KM,aid0001,2006-02-18,34908.0,249.16,297.6,"(249.16,297.6)",275.8387052,7.028741,49.4032003,277.66,287.26,273.88,261.74,271.26
MYD21A2_006_LST_Day_1KM_doy2006057_aid0001,LST_Day_1KM,aid0001,2006-02-26,33295.0,263.6,300.8,"(263.6,300.8)",280.7960018,7.9372511,62.9999545,288.66,300.8,278.2,263.6,273.98
MYD21A2_006_LST_Day_1KM_doy2006065_aid0001,LST_Day_1KM,aid0001,2006-03-06,16929.0,248.62,295.78,"(248.62,295.78)",276.8687436,7.1649367,51.3363179,282.56,295.78,278.1,253.52,270.54
MYD21A2_006_LST_Day_1KM_doy2006073_aid0001,LST_Day_1KM,aid0001,2006-03-14,22632.0,231.44,295.76,"(231.44,295.76)",276.3791296,7.0444082,49.6236872,281.38,295.76,275.36,255.1,270.86
MYD21A2_006_LST_Day_1KM_doy2006081_aid0001,LST_Day_1KM,aid0001,2006-03-22,21140.0,239.98,302.24,"(239.98,302.24)",279.9135184,7.3816084,54.4881433,286.52,302.24,278.54,255.32,273.64
MYD21A2_006_LST_Day_1KM_doy2006089_aid0001,LST_Day_1KM,aid0001,2006-03-30,30976.0,252.1,310.16,"(252.1,310.16)",288.2907819,10.2695669,105.4640046,297.14,310.16,290.24,252.1,277.42
MYD21A2_006_LST_Day_1KM_doy2006097_aid0001,LST_Day_1KM,aid0001,2006-04-07,37852.0,270.7,307.84,"(270.7,307.84)",289.5934947,9.6829076,93.7586997,298.36,307.84,291.66,270.7,278.36
MYD21A2_006_LST_Day_1KM_doy2006105_aid0001,LST_Day_1KM,aid0001,2006-04-15,36646.0,268.5,307.44,"(268.5,307.44)",291.9606844,8.6170274,74.2531611,298.28,307.44,294.9,271.86,287.7
MYD21A2_006_LST_Day_1KM_doy2006113_aid0001,LST_Day_1KM,aid0001,2006-04-23,37437.0,269.98,311.18,"(269.98,311.18)",296.399446,8.8259612,77.8975904,302.82,311.18,299.34,274.92,291.66
MYD21A2_006_LST_Day_1KM_doy2006121_aid0001,LST_Day_1KM,aid0001,2006-05-01,37028.0,252.24,313.64,"(252.24,313.64)",296.6309809,8.0949804,65.5287073,302.46,313.64,298.44,277.32,292.4
MYD21A2_006_LST_Day_1KM_doy2006129_aid0001,LST_Day_1KM,aid0001,2006-05-09,38512.0,273.16,319.3,"(273.16,319.3)",301.2296676,8.7657944,76.8391519,307.32,319.3,302.32,281.88,297.14
MYD21A2_006_LST_Day_1KM_doy2006137_aid0001,LST_Day_1KM,aid0001,2006-05-17,38267.0,275.58,321.78,"(275.58,321.78)",303.9333786,7.5467391,56.9532706,309.52,321.78,304.24,283.34,299.02
MYD21A2_006_LST_Day_1KM_doy2006145_aid0001,LST_Day_1KM,aid0001,2006-05-25,38551.0,275.36,324.48,"(275.36,324.48)",303.6259049,8.0711931,65.1441584,309.68,324.48,303.46,280.14,297.86
MYD21A2_006_LST_Day_1KM_doy2006153_aid0001,LST_Day_1KM,aid0001,2006-06-02,38412.0,276.74,330.74,"(276.74,330.74)",306.3212751,8.1870226,67.0273384,312.34,329.12,305.76,281.94,300.16
MYD21A2_006_LST_Day_1KM_doy2006161_aid0001,LST_Day_1KM,aid0001,2006-06-10,38626.0,280.0,325.46,"(280.0,325.46)",304.3418309,7.078382,50.1034918,309.8,325.46,303.6,286.04,298.04
MYD21A2_006_LST_Day_1KM_doy2006169_aid0001,LST_Day_1KM,aid0001,2006-06-18,38646.0,289.42,330.3,"(289.42,330.3)",308.4510521,8.0929024,65.4950687,314.62,330.3,307.8,289.42,301.1
MYD21A2_006_LST_Day_1KM_doy2006177_aid0001,LST_Day_1KM,aid0001,2006-06-26,38466.0,288.7,334.4,"(288.7,334.4)",309.8105839,8.8966696,79.1507299,316.42,334.4,308.68,288.7,302.04
MYD21A2_006_LST_Day_1KM_doy2006185_aid0001,LST_Day_1KM,aid0001,2006-07-04,37676.0,253.02,335.82,"(253.02,335.82)",307.1665331,8.6313799,74.5007184,314.005,332.16,306.78,279.46,300.1
MYD21A2_006_LST_Day_1KM_doy2006193_aid0001,LST_Day_1KM,aid0001,2006-07-12,38646.0,290.38,336.58,"(290.38,336.58)",312.7175682,8.4072595,70.6820121,319.38,336.58,312.48,290.38,305.28
MYD21A2_006_LST_Day_1KM_doy2006201_aid0001,LST_Day_1KM,aid0001,2006-07-20,38644.0,294.2,335.72,"(294.2,335.72)",313.1690218,8.1923239,67.1141713,319.76,335.72,313.04,294.2,305.94
MYD21A2_006_LST_Day_1KM_doy2006209_aid0001,LST_Day_1KM,aid0001,2006-07-28,38462.0,281.8,333.1,"(281.8,333.1)",310.2093661,7.4003827,54.7656636,315.92,333.1,310.1,286.1,303.98
MYD21A2_006_LST_Day_1KM_doy2006217_aid0001,LST_Day_1KM,aid0001,2006-08-05,38638.0,287.72,328.96,"(287.72,328.96)",308.3569108,7.6793077,58.9717674,314.24,328.96,307.94,287.72,301.56
MYD21A2_006_LST_Day_1KM_doy2006225_aid0001,LST_Day_1KM,aid0001,2006-08-13,38575.0,279.3,328.28,"(279.3,328.28)",308.0899806,7.8374176,61.4251154,314.04,328.28,308.06,284.96,301.46
MYD21A2_006_LST_Day_1KM_doy2006233_aid0001,LST_Day_1KM,aid0001,2006-08-21,38642.0,278.44,324.58,"(278.44,324.58)",306.9523803,7.0825865,50.1630319,312.435,324.58,307.06,283.9,300.96
MYD21A2_006_LST_Day_1KM_doy2006241_aid0001,LST_Day_1KM,aid0001,2006-08-29,38646.0,289.98,326.18,"(289.98,326.18)",308.246278,6.9923799,48.8933765,313.34,326.18,308.42,289.98,302.86
MYD21A2_006_LST_Day_1KM_doy2006249_aid0001,LST_Day_1KM,aid0001,2006-09-06,38646.0,282.22,321.14,"(282.22,321.14)",304.3105418,6.2072734,38.5302429,309.08,321.14,304.58,284.88,299.16
MYD21A2_006_LST_Day_1KM_doy2006257_aid0001,LST_Day_1KM,aid0001,2006-09-14,37534.0,257.2,308.68,"(257.2,308.68)",293.8593014,5.9958219,35.94988,298.26,308.68,294.14,279.16,290.62
MYD21A2_006_LST_Day_1KM_doy2006265_aid0001,LST_Day_1KM,aid0001,2006-09-22,38646.0,274.94,312.74,"(274.94,312.74)",297.2457879,5.154046,26.5641905,300.78,311.24,297.56,282.6,293.5
MYD21A2_006_LST_Day_1KM_doy2006273_aid0001,LST_Day_1KM,aid0001,2006-09-30,38623.0,275.9,317.18,"(275.9,317.18)",298.8132201,5.3211446,28.3145795,302.78,314.38,299.14,283.38,295.02
MYD21A2_006_LST_Day_1KM_doy2006281_aid0001,LST_Day_1KM,aid0001,2006-10-08,38536.0,275.24,301.56,"(275.24,301.56)",291.4846403,3.8722902,14.9946316,294.2,301.56,291.36,281.36,289.06
MYD21A2_006_LST_Day_1KM_doy2006289_aid0001,LST_Day_1KM,aid0001,2006-10-16,37758.0,251.14,299.7,"(251.14,299.7)",287.6663637,5.0501488,25.5040028,291.24,299.7,287.84,276.7,285.42
MYD21A2_006_LST_Day_1KM_doy2006297_aid0001,LST_Day_1KM,aid0001,2006-10-24,38064.0,257.76,297.3,"(257.76,297.3)",285.5732713,4.2258979,17.858213,288.68,295.66,285.62,275.14,283.26
MYD21A2_006_LST_Day_1KM_doy2006305_aid0001,LST_Day_1KM,aid0001,2006-11-01,37563.0,266.24,302.52,"(266.24,302.52)",287.5507936,4.6393625,21.5236844,290.88,300.44,287.62,274.8,284.44
MYD21A2_006_LST_Day_1KM_doy2006313_aid0001,LST_Day_1KM,aid0001,2006-11-09,36127.0,249.82,291.9,"(249.82,291.9)",277.9954566,6.298908,39.6762423,283.2,291.9,279.96,259.32,271.39
MYD21A2_006_LST_Day_1KM_doy2006321_aid0001,LST_Day_1KM,aid0001,2006-11-17,34501.0,260.92,297.3,"(260.92,297.3)",280.4479644,5.3360033,28.4729317,284.42,295.24,280.7,265.3,276.76
MYD21A2_006_LST_Day_1KM_doy2006329_aid0001,LST_Day_1KM,aid0001,2006-11-25,34658.0,249.7,292.0,"(249.7,292.0)",273.7397934,7.7339815,59.8144692,279.4,292.0,275.02,250.76,267.56
MYD21A2_006_LST_Day_1KM_doy2006337_aid0001,LST_Day_1KM,aid0001,2006-12-03,35300.0,243.66,288.46,"(243.66,288.46)",273.7946448,5.4116054,29.2854726,277.58,288.46,272.5,258.78,270.04
MYD21A2_006_LST_Day_1KM_doy2006345_aid0001,LST_Day_1KM,aid0001,2006-12-11,21234.0,241.96,291.04,"(241.96,291.04)",270.8183442,7.932177,62.9194312,276.02,291.04,272.46,244.64,263.0
MYD21A2_006_LST_Day_1KM_doy2006353_aid0001,LST_Day_1KM,aid0001,2006-12-19,34012.0,250.48,281.16,"(250.48,281.16)",268.1793179,3.463613,11.996615,269.9,276.16,267.48,259.46,265.72
MYD21A2_006_LST_Day_1KM_doy2006361_aid0001,LST_Day_1KM,aid0001,2006-12-27,18311.0,261.54,283.7,"(261.54,283.7)",270.0560319,3.1810084,10.1188142,272.58,280.18,269.72,261.54,267.46
MYD21A2_006_LST_Day_1KM_doy2007001_aid0001,LST_Day_1KM,aid0001,2007-01-01,26689.0,258.0,279.36,"(258.0,279.36)",270.0109851,2.8457611,8.0983562,272.12,278.2,270.06,261.96,268.04
MYD21A2_006_LST_Day_1KM_doy2007009_aid0001,LST_Day_1KM,aid0001,2007-01-09,33351.0,250.84,284.06,"(250.84,284.06)",264.3008743,3.7756346,14.2554164,266.14,272.68,263.62,255.28,261.78
MYD21A2_006_LST_Day_1KM_doy2007017_aid0001,LST_Day_1KM,aid0001,2007-01-17,32167.0,261.12,279.52,"(261.12,279.52)",268.1298965,1.9690428,3.8771294,269.3,273.04,267.94,263.1,266.8
MYD21A2_006_LST_Day_1KM_doy2007025_aid0001,LST_Day_1KM,aid0001,2007-01-25,28522.0,252.4,284.92,"(252.4,284.92)",271.1801928,2.4153636,5.8339814,272.56,277.06,271.22,265.04,269.54
MYD21A2_006_LST_Day_1KM_doy2007033_aid0001,LST_Day_1KM,aid0001,2007-02-02,24689.0,258.9,292.96,"(258.9,292.96)",274.5337818,4.462323,19.9123269,276.36,283.74,274.5,264.06,271.44
MYD21A2_006_LST_Day_1KM_doy2007041_aid0001,LST_Day_1KM,aid0001,2007-02-10,27443.0,258.78,295.2,"(258.78,295.2)",278.7334694,7.2343318,52.335556,285.46,295.2,277.56,258.78,272.34
MYD21A2_006_LST_Day_1KM_doy2007049_aid0001,LST_Day_1KM,aid0001,2007-02-18,31077.0,251.06,296.82,"(251.06,296.82)",276.348838,7.0369746,49.519012,281.62,296.82,275.84,255.46,271.1
MYD21A2_006_LST_Day_1KM_doy2007057_aid0001,LST_Day_1KM,aid0001,2007-02-26,32515.0,257.82,293.74,"(257.82,293.74)",271.8759182,5.5707313,31.0330467,274.3,283.56,270.28,259.16,268.12
MYD21A2_006_LST_Day_1KM_doy2007065_aid0001,LST_Day_1KM,aid0001,2007-03-06,33620.0,267.98,308.86,"(267.98,308.86)",287.377304,9.0132993,81.2395649,295.58,308.86,288.12,267.98,278.44
MYD21A2_006_LST_Day_1KM_doy2007073_aid0001,LST_Day_1KM,aid0001,2007-03-14,36410.0,253.08,310.0,"(253.08,310.0)",291.5800731,8.4495477,71.3948569,298.44,310.0,293.16,269.38,285.7
MYD21A2_006_LST_Day_1KM_doy2007081_aid0001,LST_Day_1KM,aid0001,2007-03-22,34937.0,265.94,304.12,"(265.94,304.12)",290.781576,7.0504133,49.7083281,296.12,304.12,292.58,271.32,286.2
MYD21A2_006_LST_Day_1KM_doy2007089_aid0001,LST_Day_1KM,aid0001,2007-03-30,36761.0,272.22,307.88,"(272.22,307.88)",292.2350948,7.0133564,49.1871685,297.18,307.88,293.84,275.04,288.32
MYD21A2_006_LST_Day_1KM_doy2007097_aid0001,LST_Day_1KM,aid0001,2007-04-07,36033.0,254.8,309.18,"(254.8,309.18)",293.1226198,7.1516753,51.1464595,298.1,309.18,293.84,275.4,289.02
MYD21A2_006_LST_Day_1KM_doy2007105_aid0001,LST_Day_1KM,aid0001,2007-04-15,34546.0,249.82,314.58,"(249.82,314.58)",293.2874984,8.3935532,70.4517352,299.68,314.58,294.22,268.98,287.4
MYD21A2_006_LST_Day_1KM_doy2007113_aid0001,LST_Day_1KM,aid0001,2007-04-23,38432.0,259.62,318.86,"(259.62,318.86)",300.1525536,7.6572718,58.6338112,305.2,318.76,301.02,282.6,296.14
MYD21A2_006_LST_Day_1KM_doy2007121_aid0001,LST_Day_1KM,aid0001,2007-05-01,38063.0,270.8,319.34,"(270.8,319.34)",298.999793,8.3162631,69.1602327,304.7,319.34,300.14,278.5,294.22
MYD21A2_006_LST_Day_1KM_doy2007129_aid0001,LST_Day_1KM,aid0001,2007-05-09,38480.0,276.76,330.94,"(276.76,330.94)",303.4588103,8.0060841,64.0973828,309.06,325.0,303.04,282.42,298.4
MYD21A2_006_LST_Day_1KM_doy2007137_aid0001,LST_Day_1KM,aid0001,2007-05-17,37951.0,275.58,327.42,"(275.58,327.42)",302.2080225,7.638672,58.3493102,307.84,324.66,302.3,279.66,296.48
MYD21A2_006_LST_Day_1KM_doy2007145_aid0001,LST_Day_1KM,aid0001,2007-05-25,38642.0,281.5,328.88,"(281.5,328.88)",303.6695777,8.0176341,64.282456,309.84,328.88,302.46,281.5,297.08
MYD21A2_006_LST_Day_1KM_doy2007153_aid0001,LST_Day_1KM,aid0001,2007-06-02,38243.0,277.04,329.56,"(277.04,329.56)",305.9666308,7.873425,61.990822,311.87,329.56,305.42,282.14,299.9
MYD21A2_006_LST_Day_1KM_doy2007161_aid0001,LST_Day_1KM,aid0001,2007-06-10,38646.0,289.1,328.32,"(289.1,328.32)",306.3104911,7.7235634,59.6534323,312.14,328.32,305.74,289.1,299.62
MYD21A2_006_LST_Day_1KM_doy2007169_aid0001,LST_Day_1KM,aid0001,2007-06-18,38646.0,291.6,334.14,"(291.6,334.14)",311.3238115,8.4956154,72.1754806,317.48,334.14,310.84,291.6,304.18
MYD21A2_006_LST_Day_1KM_doy2007177_aid0001,LST_Day_1KM,aid0001,2007-06-26,38646.0,294.46,335.24,"(294.46,335.24)",312.5331036,8.402281,70.5983257,318.58,335.24,312.26,294.46,305.36
MYD21A2_006_LST_Day_1KM_doy2007185_aid0001,LST_Day_1KM,aid0001,2007-07-04,38639.0,284.22,337.14,"(284.22,337.14)",313.8133906,8.3207161,69.2343156,319.98,337.14,313.58,287.3,306.64
MYD21A2_006_LST_Day_1KM_doy2007193_aid0001,LST_Day_1KM,aid0001,2007-07-12,38294.0,284.68,336.24,"(284.68,336.24)",313.1272079,8.7191914,76.0242985,319.94,336.24,313.14,286.94,305.9
MYD21A2_006_LST_Day_1KM_doy2007201_aid0001,LST_Day_1KM,aid0001,2007-07-20,38600.0,283.1,335.3,"(283.1,335.3)",310.5579736,7.3420591,53.905832,316.06,333.34,310.22,286.98,304.4
MYD21A2_006_LST_Day_1KM_doy2007209_aid0001,LST_Day_1KM,aid0001,2007-07-28,38040.0,258.5,336.48,"(258.5,336.48)",310.0085226,8.5435158,72.9916614,316.62,335.76,309.68,283.86,303.5
MYD21A2_006_LST_Day_1KM_doy2007217_aid0001,LST_Day_1KM,aid0001,2007-08-05,38646.0,292.58,332.3,"(292.58,332.3)",310.2473001,7.4306015,55.2138385,315.82,332.3,310.48,292.58,303.92
MYD21A2_006_LST_Day_1KM_doy2007225_aid0001,LST_Day_1KM,aid0001,2007-08-13,38646.0,283.28,335.32,"(283.28,335.32)",310.1475666,7.7338747,59.8128179,316.035,331.26,309.89,286.78,304.16
