File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MYD21A2_006_LST_Day_1KM_doy2011145_aid0001,LST_Day_1KM,aid0001,2011-05-25,30680.0,260.72,315.48,"(260.72,315.48)",292.2277347,7.1762852,51.4990693,296.92,308.54,293.66,277.48,289.14
MYD21A2_006_LST_Day_1KM_doy2011153_aid0001,LST_Day_1KM,aid0001,2011-06-02,37875.0,262.1,315.08,"(262.1,315.08)",298.3457262,7.474571,55.8692113,302.86,313.16,299.86,285.66,295.96
MYD21A2_006_LST_Day_1KM_doy2011161_aid0001,LST_Day_1KM,aid0001,2011-06-10,38380.0,247.82,320.9,"(247.82,320.9)",301.1607624,8.0054366,64.0870149,306.46,320.1,302.04,283.58,297.3
MYD21A2_006_LST_Day_1KM_doy2011169_aid0001,LST_Day_1KM,aid0001,2011-06-18,38587.0,275.0,322.22,"(275.0,322.22)",304.253744,7.1056254,50.4899119,309.34,322.22,304.24,285.54,299.82
MYD21A2_006_LST_Day_1KM_doy2011177_aid0001,LST_Day_1KM,aid0001,2011-06-26,38562.0,274.52,325.92,"(274.52,325.92)",305.8147871,7.8841125,62.1592295,312.1,325.92,305.42,281.22,299.72
MYD21A2_006_LST_Day_1KM_doy2011185_aid0001,LST_Day_1KM,aid0001,2011-07-04,38274.0,253.2,332.42,"(253.2,332.42)",305.1798981,7.4905636,56.1085424,310.855,327.72,304.16,282.34,299.44
MYD21A2_006_LST_Day_1KM_doy2011193_aid0001,LST_Day_1KM,aid0001,2011-07-12,38633.0,279.56,328.98,"(279.56,328.98)",305.7014723,7.9333293,62.9377137,312.3,328.98,304.66,279.56,298.58
MYD21A2_006_LST_Day_1KM_doy2011201_aid0001,LST_Day_1KM,aid0001,2011-07-20,38646.0,288.42,331.3,"(288.42,331.3)",308.3553108,8.6617996,75.0267724,315.1,331.3,307.3,288.42,300.62
MYD21A2_006_LST_Day_1KM_doy2011209_aid0001,LST_Day_1KM,aid0001,2011-07-28,38468.0,256.1,330.48,"(256.1,330.48)",306.7108251,8.0161825,64.2591819,313.04,330.48,306.08,282.16,300.32
MYD21A2_006_LST_Day_1KM_doy2011217_aid0001,LST_Day_1KM,aid0001,2011-08-05,38646.0,293.88,328.18,"(293.88,328.18)",308.3298654,7.961559,63.3864222,314.42,328.18,307.56,293.88,301.08
MYD21A2_006_LST_Day_1KM_doy2011225_aid0001,LST_Day_1KM,aid0001,2011-08-13,38646.0,290.46,335.44,"(290.46,335.44)",307.2639901,7.7255232,59.6837085,313.22,331.52,306.86,290.46,300.3
MYD21A2_006_LST_Day_1KM_doy2011233_aid0001,LST_Day_1KM,aid0001,2011-08-21,38618.0,290.5,331.2,"(290.5,331.2)",309.6514423,7.5322552,56.734868,315.58,331.2,309.5,290.5,303.08
MYD21A2_006_LST_Day_1KM_doy2011241_aid0001,LST_Day_1KM,aid0001,2011-08-29,38646.0,289.3,324.0,"(289.3,324.0)",305.4845816,6.5325301,42.6739489,310.3,324.0,305.22,289.3,299.68
MYD21A2_006_LST_Day_1KM_doy2011249_aid0001,LST_Day_1KM,aid0001,2011-09-06,38417.0,270.14,321.2,"(270.14,321.2)",302.4384496,6.9300841,48.0260655,307.82,321.2,301.96,281.38,297.22
MYD21A2_006_LST_Day_1KM_doy2011257_aid0001,LST_Day_1KM,aid0001,2011-09-14,38646.0,278.98,315.58,"(278.98,315.58)",299.372939,6.0393437,36.4736719,304.04,315.58,298.66,280.94,294.8
MYD21A2_006_LST_Day_1KM_doy2011265_aid0001,LST_Day_1KM,aid0001,2011-09-22,38646.0,291.04,318.76,"(291.04,318.76)",303.3238436,6.0116163,36.1395302,307.56,318.76,303.14,291.04,298.28
MYD21A2_006_LST_Day_1KM_doy2011273_aid0001,LST_Day_1KM,aid0001,2011-09-30,38459.0,243.64,319.64,"(243.64,319.64)",300.7011228,6.4944534,42.1779249,305.62,319.64,300.88,281.72,296.04
MYD21A2_006_LST_Day_1KM_doy2011281_aid0001,LST_Day_1KM,aid0001,2011-10-08,38565.0,268.36,306.06,"(268.36,306.06)",292.5329558,5.1386629,26.4058569,296.2,306.06,292.5,278.2,289.0
MYD21A2_006_LST_Day_1KM_doy2011289_aid0001,LST_Day_1KM,aid0001,2011-10-16,38611.0,274.92,302.58,"(274.92,302.58)",292.1301898,4.2425248,17.9990169,295.18,302.58,292.12,279.64,288.96
MYD21A2_006_LST_Day_1KM_doy2011297_aid0001,LST_Day_1KM,aid0001,2011-10-24,37928.0,267.3,301.3,"(267.3,301.3)",287.6091853,4.5180938,20.4131718,290.7,300.18,287.48,274.9,284.38
MYD21A2_006_LST_Day_1KM_doy2011305_aid0001,LST_Day_1KM,aid0001,2011-11-01,28594.0,249.72,290.66,"(249.72,290.66)",278.1865468,5.3984566,29.1433341,282.1,290.66,279.74,263.76,274.76
MYD21A2_006_LST_Day_1KM_doy2011313_aid0001,LST_Day_1KM,aid0001,2011-11-09,33338.0,258.54,291.42,"(258.54,291.42)",280.7942132,5.4498709,29.7010923,285.08,291.42,281.0,267.84,278.18
MYD21A2_006_LST_Day_1KM_doy2011321_aid0001,LST_Day_1KM,aid0001,2011-11-17,23742.0,262.82,288.76,"(262.82,288.76)",276.6890506,5.6270193,31.6633463,281.22,288.76,277.28,262.82,271.74
MYD21A2_006_LST_Day_1KM_doy2011329_aid0001,LST_Day_1KM,aid0001,2011-11-25,31497.0,262.94,288.1,"(262.94,288.1)",277.6837927,4.7100498,22.1845688,281.62,288.1,278.24,263.24,274.26
MYD21A2_006_LST_Day_1KM_doy2011337_aid0001,LST_Day_1KM,aid0001,2011-12-03,32221.0,256.74,285.36,"(256.74,285.36)",273.857357,4.8042636,23.0809484,277.68,285.36,274.68,260.16,270.66
MYD21A2_006_LST_Day_1KM_doy2011345_aid0001,LST_Day_1KM,aid0001,2011-12-11,20857.0,256.16,286.56,"(256.16,286.56)",273.5804315,4.0377117,16.3031157,277.0,286.56,273.0,261.22,270.58
MYD21A2_006_LST_Day_1KM_doy2011353_aid0001,LST_Day_1KM,aid0001,2011-12-19,31213.0,258.18,286.08,"(258.18,286.08)",273.6959203,4.1462414,17.1913181,277.2,286.08,273.76,261.1,270.72
MYD21A2_006_LST_Day_1KM_doy2011361_aid0001,LST_Day_1KM,aid0001,2011-12-27,20510.0,257.42,291.36,"(257.42,291.36)",275.9334851,4.58396,21.012689,279.44,288.58,276.0,264.04,273.28
MYD21A2_006_LST_Day_1KM_doy2012001_aid0001,LST_Day_1KM,aid0001,2012-01-01,34686.0,258.44,293.06,"(258.44,293.06)",278.40067,4.5912422,21.0795048,282.14,293.06,278.88,264.96,274.18
MYD21A2_006_LST_Day_1KM_doy2012009_aid0001,LST_Day_1KM,aid0001,2012-01-09,27509.0,248.8,293.62,"(248.8,293.62)",275.1992737,5.0516002,25.5186644,279.18,289.7,274.48,261.04,271.92
MYD21A2_006_LST_Day_1KM_doy2012017_aid0001,LST_Day_1KM,aid0001,2012-01-17,29942.0,247.74,283.82,"(247.74,283.82)",269.7954545,4.5022054,20.2698534,272.52,281.08,269.52,258.24,266.805
MYD21A2_006_LST_Day_1KM_doy2012025_aid0001,LST_Day_1KM,aid0001,2012-01-25,33448.0,250.96,287.88,"(250.96,287.88)",271.816685,4.9422375,24.4257119,274.64,283.7,271.88,259.54,268.6
MYD21A2_006_LST_Day_1KM_doy2012033_aid0001,LST_Day_1KM,aid0001,2012-02-02,30004.0,252.84,288.44,"(252.84,288.44)",273.2882382,6.4170453,41.1784707,277.98,288.44,271.78,253.76,268.24
MYD21A2_006_LST_Day_1KM_doy2012041_aid0001,LST_Day_1KM,aid0001,2012-02-10,20066.0,242.52,296.76,"(242.52,296.76)",276.6710934,8.3401696,69.558429,282.975,296.76,276.72,251.44,270.36
MYD21A2_006_LST_Day_1KM_doy2012049_aid0001,LST_Day_1KM,aid0001,2012-02-18,27714.0,257.94,293.92,"(257.94,293.92)",277.2679058,7.0795964,50.1206847,283.56,293.92,276.46,257.94,271.02
MYD21A2_006_LST_Day_1KM_doy2012057_aid0001,LST_Day_1KM,aid0001,2012-02-26,34920.0,261.26,298.76,"(261.26,298.76)",277.3191649,7.6754498,58.9125293,282.58,298.76,275.88,261.26,270.84
MYD21A2_006_LST_Day_1KM_doy2012065_aid0001,LST_Day_1KM,aid0001,2012-03-05,35009.0,269.0,300.64,"(269.0,300.64)",282.6922334,7.7458935,59.998866,290.18,300.64,278.96,269.0,276.44
MYD21A2_006_LST_Day_1KM_doy2012073_aid0001,LST_Day_1KM,aid0001,2012-03-13,33370.0,263.5,308.98,"(263.5,308.98)",283.469077,10.1496245,103.0148772,293.0,308.98,281.64,263.5,273.56
MYD21A2_006_LST_Day_1KM_doy2012081_aid0001,LST_Day_1KM,aid0001,2012-03-21,31122.0,257.38,309.84,"(257.38,309.84)",289.2787552,9.8986149,97.9825767,297.72,309.84,291.28,257.38,278.84
MYD21A2_006_LST_Day_1KM_doy2012089_aid0001,LST_Day_1KM,aid0001,2012-03-29,37024.0,250.96,308.74,"(250.96,308.74)",293.8373633,8.0857022,65.3785797,299.9,308.74,295.81,271.58,288.52
MYD21A2_006_LST_Day_1KM_doy2012097_aid0001,LST_Day_1KM,aid0001,2012-04-06,37114.0,253.48,314.94,"(253.48,314.94)",295.1143671,8.9184248,79.5383001,301.14,314.94,296.92,274.64,290.54
MYD21A2_006_LST_Day_1KM_doy2012105_aid0001,LST_Day_1KM,aid0001,2012-04-14,37099.0,265.88,317.48,"(265.88,317.48)",296.5429731,7.6332074,58.2658557,301.72,315.04,297.68,279.52,292.84
MYD21A2_006_LST_Day_1KM_doy2012113_aid0001,LST_Day_1KM,aid0001,2012-04-22,38060.0,270.58,316.14,"(270.58,316.14)",297.8485996,7.6845914,59.0529445,303.48,316.14,298.18,276.94,292.86
MYD21A2_006_LST_Day_1KM_doy2012121_aid0001,LST_Day_1KM,aid0001,2012-04-30,38332.0,273.82,315.96,"(273.82,315.96)",297.4626813,6.8999633,47.6094932,302.34,315.96,297.5,279.64,293.26
MYD21A2_006_LST_Day_1KM_doy2012129_aid0001,LST_Day_1KM,aid0001,2012-05-08,38640.0,276.38,321.66,"(276.38,321.66)",303.3361672,7.7772324,60.4853443,308.56,321.66,303.5,284.46,298.92
MYD21A2_006_LST_Day_1KM_doy2012137_aid0001,LST_Day_1KM,aid0001,2012-05-16,38515.0,277.08,328.24,"(277.08,328.24)",302.8985621,7.972326,63.5579822,308.44,325.68,301.9,280.92,296.92
MYD21A2_006_LST_Day_1KM_doy2012145_aid0001,LST_Day_1KM,aid0001,2012-05-24,38614.0,275.42,324.7,"(275.42,324.7)",301.4259207,7.8057872,60.9303143,307.24,324.7,300.24,277.48,295.04
MYD21A2_006_LST_Day_1KM_doy2012153_aid0001,LST_Day_1KM,aid0001,2012-06-01,38646.0,285.78,326.76,"(285.78,326.76)",306.4004704,7.835746,61.398915,312.52,326.76,305.92,285.78,299.78
MYD21A2_006_LST_Day_1KM_doy2012161_aid0001,LST_Day_1KM,aid0001,2012-06-09,38646.0,288.98,328.88,"(288.98,328.88)",306.0051017,8.2150121,67.4864234,311.86,328.88,305.62,288.98,299.16
MYD21A2_006_LST_Day_1KM_doy2012169_aid0001,LST_Day_1KM,aid0001,2012-06-17,38646.0,290.34,329.68,"(290.34,329.68)",309.3290881,8.2159554,67.5019237,315.36,329.68,309.18,290.34,302.66
MYD21A2_006_LST_Day_1KM_doy2012177_aid0001,LST_Day_1KM,aid0001,2012-06-25,38646.0,287.02,339.66,"(287.02,339.66)",310.7569953,8.2041527,67.3081209,316.72,334.8,310.66,287.02,304.12
MYD21A2_006_LST_Day_1KM_doy2012185_aid0001,LST_Day_1KM,aid0001,2012-07-03,38646.0,281.68,334.98,"(281.68,334.98)",311.5951027,7.8953629,62.3367552,317.8,334.98,311.7,286.3,305.1
MYD21A2_006_LST_Day_1KM_doy2012193_aid0001,LST_Day_1KM,aid0001,2012-07-11,38508.0,280.28,330.78,"(280.28,330.78)",308.4364937,7.7999464,60.8391644,314.68,330.78,308.8,283.4,301.86
MYD21A2_006_LST_Day_1KM_doy2012201_aid0001,LST_Day_1KM,aid0001,2012-07-19,37925.0,285.52,335.78,"(285.52,335.78)",310.3527757,8.5677333,73.4060543,317.16,335.78,310.2,285.52,302.92
MYD21A2_006_LST_Day_1KM_doy2012209_aid0001,LST_Day_1KM,aid0001,2012-07-27,38646.0,288.18,333.2,"(288.18,333.2)",311.0754598,8.1637876,66.6474282,317.38,333.2,311.08,288.18,304.06
MYD21A2_006_LST_Day_1KM_doy2012217_aid0001,LST_Day_1KM,aid0001,2012-08-04,38646.0,293.94,337.06,"(293.94,337.06)",313.4221891,7.7387883,59.8888438,319.36,337.06,313.86,293.94,306.96
MYD21A2_006_LST_Day_1KM_doy2012225_aid0001,LST_Day_1KM,aid0001,2012-08-12,38626.0,287.6,333.36,"(287.6,333.36)",310.6470129,7.4180035,55.0267754,316.04,333.36,310.62,287.6,304.34
MYD21A2_006_LST_Day_1KM_doy2012233_aid0001,LST_Day_1KM,aid0001,2012-08-20,38591.0,269.9,332.22,"(269.9,332.22)",308.9999886,7.185547,51.6320852,314.42,330.56,309.26,286.78,303.22
MYD21A2_006_LST_Day_1KM_doy2012241_aid0001,LST_Day_1KM,aid0001,2012-08-28,38605.0,275.04,325.3,"(275.04,325.3)",306.5959399,6.6859336,44.7017086,311.8,325.3,306.76,285.34,301.16
MYD21A2_006_LST_Day_1KM_doy2012249_aid0001,LST_Day_1KM,aid0001,2012-09-05,38646.0,289.1,324.92,"(289.1,324.92)",306.778125,6.4892382,42.1102124,311.8,324.92,307.04,289.1,301.48
MYD21A2_006_LST_Day_1KM_doy2012257_aid0001,LST_Day_1KM,aid0001,2012-09-13,38646.0,290.12,323.32,"(290.12,323.32)",304.4260964,5.9579074,35.4966601,308.72,321.7,304.75,290.12,299.82
MYD21A2_006_LST_Day_1KM_doy2012265_aid0001,LST_Day_1KM,aid0001,2012-09-21,38646.0,275.86,328.12,"(275.86,328.12)",301.9765994,5.7403549,32.9516743,306.16,318.94,302.34,284.82,297.62
MYD21A2_006_LST_Day_1KM_doy2012273_aid0001,LST_Day_1KM,aid0001,2012-09-29,38646.0,285.48,317.96,"(285.48,317.96)",299.3953703,5.451242,29.7160397,303.56,315.08,299.34,285.48,294.86
MYD21A2_006_LST_Day_1KM_doy2012281_aid0001,LST_Day_1KM,aid0001,2012-10-07,38639.0,282.32,312.62,"(282.32,312.62)",296.7999006,5.0971714,25.9811564,300.66,311.96,296.94,282.32,292.8
MYD21A2_006_LST_Day_1KM_doy2012289_aid0001,LST_Day_1KM,aid0001,2012-10-15,38516.0,277.02,308.46,"(277.02,308.46)",292.3341313,5.2353245,27.4086231,296.68,308.46,291.62,277.02,288.72
MYD21A2_006_LST_Day_1KM_doy2012297_aid0001,LST_Day_1KM,aid0001,2012-10-23,37707.0,262.14,305.74,"(262.14,305.74)",287.5157308,6.9635452,48.4909623,292.41,305.74,288.22,270.12,283.48
MYD21A2_006_LST_Day_1KM_doy2012305_aid0001,LST_Day_1KM,aid0001,2012-10-31,38152.0,274.9,303.88,"(274.9,303.88)",290.6187791,4.6066024,21.220786,293.78,303.2,290.66,278.0,287.46
MYD21A2_006_LST_Day_1KM_doy2012313_aid0001,LST_Day_1KM,aid0001,2012-11-08,35745.0,259.6,302.24,"(259.6,302.24)",281.5925853,6.9694571,48.5733329,286.48,300.96,280.56,262.62,276.76
MYD21A2_006_LST_Day_1KM_doy2012321_aid0001,LST_Day_1KM,aid0001,2012-11-16,32484.0,246.42,294.82,"(246.42,294.82)",281.1788444,5.1148194,26.161377,284.74,292.84,281.62,271.2,279.32
MYD21A2_006_LST_Day_1KM_doy2012329_aid0001,LST_Day_1KM,aid0001,2012-11-24,33603.0,264.18,296.84,"(264.18,296.84)",282.6223831,4.6163579,21.3107604,285.76,294.42,283.08,271.22,279.94
MYD21A2_006_LST_Day_1KM_doy2012337_aid0001,LST_Day_1KM,aid0001,2012-12-02,27099.0,254.36,289.72,"(254.36,289.72)",278.2928152,4.9246435,24.2521137,281.76,289.72,279.34,268.36,276.4
MYD21A2_006_LST_Day_1KM_doy2012345_aid0001,LST_Day_1KM,aid0001,2012-12-10,9868.0,248.52,287.68,"(248.52,287.68)",276.8317815,6.1887405,38.3005092,280.94,287.68,277.94,265.74,274.8
MYD21A2_006_LST_Day_1KM_doy2012353_aid0001,LST_Day_1KM,aid0001,2012-12-18,34962.0,248.38,283.04,"(248.38,283.04)",268.5736274,5.2927158,28.0128408,272.48,283.04,267.6,253.38,264.54
MYD21A2_006_LST_Day_1KM_doy2012361_aid0001,LST_Day_1KM,aid0001,2012-12-26,25555.0,241.98,275.92,"(241.98,275.92)",265.6323318,4.3364423,18.8047322,267.82,275.2,265.36,255.52,262.9
MYD21A2_006_LST_Day_1KM_doy2013001_aid0001,LST_Day_1KM,aid0001,2013-01-01,35762.0,258.24,275.12,"(258.24,275.12)",265.5955646,2.5487786,6.4962723,267.06,271.82,265.44,259.12,263.88
MYD21A2_006_LST_Day_1KM_doy2013009_aid0001,LST_Day_1KM,aid0001,2013-01-09,35843.0,247.98,277.6,"(247.98,277.6)",265.4292509,4.1606812,17.3112681,268.36,276.84,264.76,254.22,262.7
MYD21A2_006_LST_Day_1KM_doy2013017_aid0001,LST_Day_1KM,aid0001,2013-01-17,34751.0,260.48,279.42,"(260.48,279.42)",269.1743432,2.9627358,8.7778034,271.48,277.7,269.74,260.48,266.9
MYD21A2_006_LST_Day_1KM_doy2013025_aid0001,LST_Day_1KM,aid0001,2013-01-25,25877.0,245.82,282.2,"(245.82,282.2)",272.315416,3.5375265,12.5140939,274.4,279.16,273.14,266.46,271.22
MYD21A2_006_LST_Day_1KM_doy2013033_aid0001,LST_Day_1KM,aid0001,2013-02-02,31671.0,251.76,284.0,"(251.76,284.0)",272.4498829,2.2949418,5.266758,274.02,278.48,272.54,266.58,271.04
MYD21A2_006_LST_Day_1KM_doy2013041_aid0001,LST_Day_1KM,aid0001,2013-02-10,30069.0,250.88,287.84,"(250.88,287.84)",272.2200585,3.2277369,10.4182855,274.6,281.32,272.52,263.42,270.12
MYD21A2_006_LST_Day_1KM_doy2013049_aid0001,LST_Day_1KM,aid0001,2013-02-18,25546.0,251.48,293.44,"(251.48,293.44)",271.392575,3.179042,10.106308,273.5,279.98,271.06,262.74,269.18
MYD21A2_006_LST_Day_1KM_doy2013057_aid0001,LST_Day_1KM,aid0001,2013-02-26,25618.0,249.9,292.88,"(249.9,292.88)",273.7055141,5.8537213,34.2660526,275.94,284.72,273.4,261.34,270.08
MYD21A2_006_LST_Day_1KM_doy2013065_aid0001,LST_Day_1KM,aid0001,2013-03-06,28343.0,265.54,300.12,"(265.54,300.12)",281.2557824,7.0819426,50.1539112,288.02,300.12,279.16,265.54,274.96
MYD21A2_006_LST_Day_1KM_doy2013073_aid0001,LST_Day_1KM,aid0001,2013-03-14,31278.0,252.4,306.4,"(252.4,306.4)",288.62155,8.9202736,79.5712819,296.36,306.4,290.54,265.6,281.78
MYD21A2_006_LST_Day_1KM_doy2013081_aid0001,LST_Day_1KM,aid0001,2013-03-22,30144.0,249.98,312.4,"(249.98,312.4)",288.552786,10.3258314,106.6227939,296.925,312.4,290.43,258.0,281.28
MYD21A2_006_LST_Day_1KM_doy2013089_aid0001,LST_Day_1KM,aid0001,2013-03-30,35329.0,254.48,312.98,"(254.48,312.98)",293.4614872,8.5904136,73.7952056,300.14,312.98,295.02,269.56,287.9
MYD21A2_006_LST_Day_1KM_doy2013097_aid0001,LST_Day_1KM,aid0001,2013-04-07,35200.0,262.74,308.32,"(262.74,308.32)",287.7021761,9.3218321,86.8965528,295.2,308.32,289.3,262.74,281.935
MYD21A2_006_LST_Day_1KM_doy2013105_aid0001,LST_Day_1KM,aid0001,2013-04-15,31685.0,258.44,306.84,"(258.44,306.84)",287.8880347,7.4974053,56.2110858,293.34,306.84,288.64,270.04,284.02
MYD21A2_006_LST_Day_1KM_doy2013113_aid0001,LST_Day_1KM,aid0001,2013-04-23,38041.0,270.56,312.2,"(270.56,312.2)",296.1386168,8.8246019,77.8735991,302.56,312.2,298.24,275.82,291.86
MYD21A2_006_LST_Day_1KM_doy2013121_aid0001,LST_Day_1KM,aid0001,2013-05-01,37361.0,271.16,325.66,"(271.16,325.66)",298.3972977,8.5448822,73.0150117,304.44,316.72,300.42,278.44,294.04
MYD21A2_006_LST_Day_1KM_doy2013129_aid0001,LST_Day_1KM,aid0001,2013-05-09,37115.0,254.92,330.0,"(254.92,330.0)",304.855744,8.9823684,80.682942,311.28,328.42,305.58,282.08,299.57
MYD21A2_006_LST_Day_1KM_doy2013137_aid0001,LST_Day_1KM,aid0001,2013-05-17,38081.0,258.02,320.36,"(258.02,320.36)",300.5369192,6.727596,45.2605485,305.2,318.46,300.86,282.92,296.28
MYD21A2_006_LST_Day_1KM_doy2013145_aid0001,LST_Day_1KM,aid0001,2013-05-25,38391.0,271.84,320.9,"(271.84,320.9)",301.4928082,7.0741268,50.04327,306.88,320.9,301.18,280.5,296.3
MYD21A2_006_LST_Day_1KM_doy2013153_aid0001,LST_Day_1KM,aid0001,2013-06-02,38644.0,280.58,328.64,"(280.58,328.64)",308.0911878,8.2113365,67.4260466,314.38,328.64,307.56,284.38,301.58
MYD21A2_006_LST_Day_1KM_doy2013161_aid0001,LST_Day_1KM,aid0001,2013-06-10,38646.0,287.16,332.9,"(287.16,332.9)",308.4895296,8.9317378,79.7759404,315.18,332.9,307.78,287.16,300.92
MYD21A2_006_LST_Day_1KM_doy2013169_aid0001,LST_Day_1KM,aid0001,2013-06-18,38646.0,288.52,333.42,"(288.52,333.42)",306.6507437,8.1374654,66.2183431,312.76,332.7,306.38,288.52,299.34
MYD21A2_006_LST_Day_1KM_doy2013177_aid0001,LST_Day_1KM,aid0001,2013-06-26,38646.0,295.72,338.94,"(295.72,338.94)",314.6196853,8.6269683,74.4245826,321.4,338.94,314.48,295.72,307.22
MYD21A2_006_LST_Day_1KM_doy2013185_aid0001,LST_Day_1KM,aid0001,2013-07-04,38646.0,293.72,337.34,"(293.72,337.34)",311.0861755,8.3350779,69.473524,317.8,337.34,310.88,293.72,303.38
MYD21A2_006_LST_Day_1KM_doy2013193_aid0001,LST_Day_1KM,aid0001,2013-07-12,38573.0,278.52,336.3,"(278.52,336.3)",310.9348316,8.3906668,70.4032885,317.82,336.3,311.06,283.6,303.22
MYD21A2_006_LST_Day_1KM_doy2013201_aid0001,LST_Day_1KM,aid0001,2013-07-20,38646.0,291.18,335.08,"(291.18,335.08)",313.2716649,8.1781253,66.8817326,319.7,335.08,313.66,291.18,305.96
MYD21A2_006_LST_Day_1KM_doy2013209_aid0001,LST_Day_1KM,aid0001,2013-07-28,38645.0,292.1,337.38,"(292.1,337.38)",310.1592615,7.6877758,59.1018965,316.26,334.66,310.68,292.1,303.44
MYD21A2_006_LST_Day_1KM_doy2013217_aid0001,LST_Day_1KM,aid0001,2013-08-05,35238.0,248.02,331.92,"(248.02,331.92)",309.1000823,8.2728137,68.4394464,315.24,331.92,309.56,284.0,302.72
MYD21A2_006_LST_Day_1KM_doy2013225_aid0001,LST_Day_1KM,aid0001,2013-08-13,38573.0,265.98,334.98,"(265.98,334.98)",311.2232686,8.0584496,64.9386101,317.3,334.98,311.72,285.96,304.7
MYD21A2_006_LST_Day_1KM_doy2013233_aid0001,LST_Day_1KM,aid0001,2013-08-21,35896.0,256.56,333.14,"(256.56,333.14)",308.6009433,8.2807777,68.5712799,314.44,332.76,308.52,283.5,302.0
MYD21A2_006_LST_Day_1KM_doy2013241_aid0001,LST_Day_1KM,aid0001,2013-08-29,38087.0,250.64,327.98,"(250.64,327.98)",308.3324042,7.5340234,56.7615089,314.24,327.98,308.8,284.92,302.48
MYD21A2_006_LST_Day_1KM_doy2013249_aid0001,LST_Day_1KM,aid0001,2013-09-06,34095.0,245.48,332.98,"(245.48,332.98)",302.9300502,8.9242699,79.642594,308.54,324.82,303.52,281.4,297.68
MYD21A2_006_LST_Day_1KM_doy2013257_aid0001,LST_Day_1KM,aid0001,2013-09-14,38646.0,274.38,315.36,"(274.38,315.36)",299.5089779,5.6838264,32.3058822,304.16,315.36,299.42,282.18,295.34
MYD21A2_006_LST_Day_1KM_doy2013265_aid0001,LST_Day_1KM,aid0001,2013-09-22,38588.0,273.5,312.16,"(273.5,312.16)",294.1077729,6.4625993,41.7651893,299.065,312.16,293.84,275.6,289.58
MYD21A2_006_LST_Day_1KM_doy2013273_aid0001,LST_Day_1KM,aid0001,2013-09-30,38602.0,262.68,310.26,"(262.68,310.26)",294.6360857,5.5746258,31.0764528,298.72,310.26,294.6,278.38,290.56
MYD21A2_006_LST_Day_1KM_doy2013281_aid0001,LST_Day_1KM,aid0001,2013-10-08,30188.0,249.14,304.02,"(249.14,304.02)",287.8913052,5.2966051,28.0540257,291.6,301.76,288.26,274.66,284.82
MYD21A2_006_LST_Day_1KM_doy2013289_aid0001,LST_Day_1KM,aid0001,2013-10-16,38448.0,266.82,305.36,"(266.82,305.36)",290.0392322,4.7980547,23.0213286,293.52,303.24,290.56,277.02,286.92
MYD21A2_006_LST_Day_1KM_doy2013297_aid0001,LST_Day_1KM,aid0001,2013-10-24,38371.0,268.94,305.9,"(268.94,305.9)",292.1800834,4.8153142,23.1872508,295.82,305.9,292.92,278.78,289.0
MYD21A2_006_LST_Day_1KM_doy2013305_aid0001,LST_Day_1KM,aid0001,2013-11-01,36989.0,248.86,322.86,"(248.86,322.86)",286.2766552,6.0902289,37.0908882,290.66,301.78,286.2,272.02,283.2
MYD21A2_006_LST_Day_1KM_doy2013313_aid0001,LST_Day_1KM,aid0001,2013-11-09,37567.0,269.32,301.2,"(269.32,301.2)",288.8329694,4.5145068,20.3807719,292.14,301.2,289.42,275.94,285.66
MYD21A2_006_LST_Day_1KM_doy2013321_aid0001,LST_Day_1KM,aid0001,2013-11-17,27961.0,247.46,312.5,"(247.46,312.5)",281.8334802,6.1938341,38.3635806,287.12,297.88,281.8,263.92,277.82
MYD21A2_006_LST_Day_1KM_doy2013329_aid0001,LST_Day_1KM,aid0001,2013-11-25,35246.0,267.48,293.02,"(267.48,293.02)",280.869373,3.901656,15.2229196,283.68,290.92,281.26,271.24,278.7
MYD21A2_006_LST_Day_1KM_doy2013337_aid0001,LST_Day_1KM,aid0001,2013-12-03,33362.0,249.52,276.7,"(249.52,276.7)",261.8916576,4.8319056,23.347312,264.02,272.24,261.38,250.34,258.54
MYD21A2_006_LST_Day_1KM_doy2013345_aid0001,LST_Day_1KM,aid0001,2013-12-11,35907.0,261.68,279.24,"(261.68,279.24)",269.5255571,2.0382525,4.1544734,270.9,274.88,269.66,264.26,268.24
MYD21A2_006_LST_Day_1KM_doy2013353_aid0001,LST_Day_1KM,aid0001,2013-12-19,32922.0,258.24,281.0,"(258.24,281.0)",269.6668896,2.8621022,8.1916291,271.72,277.86,269.92,261.4,267.58
MYD21A2_006_LST_Day_1KM_doy2013361_aid0001,LST_Day_1KM,aid0001,2013-12-27,29363.0,261.34,282.44,"(261.34,282.44)",270.9069972,2.1205234,4.4966195,272.34,276.68,270.88,265.12,269.44
MYD21A2_006_LST_Day_1KM_doy2014001_aid0001,LST_Day_1KM,aid0001,2014-01-01,27014.0,242.82,282.72,"(242.82,282.72)",270.4325254,3.1757421,10.0853381,272.3,277.82,270.64,263.1,268.62
MYD21A2_006_LST_Day_1KM_doy2014009_aid0001,LST_Day_1KM,aid0001,2014-01-09,27516.0,240.32,285.98,"(240.32,285.98)",271.8977824,2.9113786,8.4761256,273.6,278.64,271.94,265.2,270.24
